,age,filename,database,gender,race
4343,8,8_1_0_20170109205515528.jpg.chip.jpg,UTKFace,1,0
11,26,26_1_2_20170116184821778.jpg.chip.jpg,UTKFace,1,2
14513,30,30_0_3_20170117145159065.jpg.chip.jpg,UTKFace,0,3
5429,13,13_0_2_20170103201417686.jpg.chip.jpg,UTKFace,0,2
908,25,25_0_1_20170117195010460.jpg.chip.jpg,UTKFace,0,1
5419,26,26_0_1_20170113154704138.jpg.chip.jpg,UTKFace,0,1
12361,85,85_0_0_20170111210736421.jpg.chip.jpg,UTKFace,0,0
14094,21,21_1_0_20170116220224031.jpg.chip.jpg,UTKFace,1,0
613,13,13_1_0_20170109201102915.jpg.chip.jpg,UTKFace,1,0
7548,32,32_1_0_20170105002717213.jpg.chip.jpg,UTKFace,1,0
6552,8,8_1_0_20170109203602997.jpg.chip.jpg,UTKFace,1,0
3566,10,10_0_0_20170110225417177.jpg.chip.jpg,UTKFace,0,0
13324,18,18_1_2_20170104020428878.jpg.chip.jpg,UTKFace,1,2
4825,55,55_0_3_20170119203918423.jpg.chip.jpg,UTKFace,0,3
9544,50,50_0_3_20170119204341751.jpg.chip.jpg,UTKFace,0,3
6400,36,36_0_0_20170105164112403.jpg.chip.jpg,UTKFace,0,0
1946,26,26_0_4_20170103235432764.jpg.chip.jpg,UTKFace,0,4
9616,29,29_1_1_20170116222853534.jpg.chip.jpg,UTKFace,1,1
4268,20,20_1_2_20170108224309241.jpg.chip.jpg,UTKFace,1,2
6401,17,17_1_0_20170109212954942.jpg.chip.jpg,UTKFace,1,0
5410,14,14_1_3_20170104222504560.jpg.chip.jpg,UTKFace,1,3
9511,56,56_1_3_20170109141502576.jpg.chip.jpg,UTKFace,1,3
10766,26,26_0_0_20170117172928270.jpg.chip.jpg,UTKFace,0,0
11099,89,89_1_1_20170117014047653.jpg.chip.jpg,UTKFace,1,1
4772,30,30_1_4_20170117202938776.jpg.chip.jpg,UTKFace,1,4
6619,52,52_1_0_20170119202531405.jpg.chip.jpg,UTKFace,1,0
4640,57,57_0_3_20170119181003564.jpg.chip.jpg,UTKFace,0,3
7741,31,31_0_0_20170117181923333.jpg.chip.jpg,UTKFace,0,0
6860,1,1_1_4_20161221202026104.jpg.chip.jpg,UTKFace,1,4
8345,40,40_0_3_20170119180356516.jpg.chip.jpg,UTKFace,0,3
7062,28,28_1_2_20170116162607800.jpg.chip.jpg,UTKFace,1,2
14692,23,23_0_0_20170117144622811.jpg.chip.jpg,UTKFace,0,0
11863,17,17_0_0_20170110231748137.jpg.chip.jpg,UTKFace,0,0
6287,29,29_0_2_20170105163533012.jpg.chip.jpg,UTKFace,0,2
7302,75,75_1_0_20170110181540242.jpg.chip.jpg,UTKFace,1,0
7854,1,1_0_0_20170109193431882.jpg.chip.jpg,UTKFace,0,0
6651,37,37_1_0_20170103183012994.jpg.chip.jpg,UTKFace,1,0
11017,26,26_0_3_20170119181042516.jpg.chip.jpg,UTKFace,0,3
3010,49,49_0_3_20170119205447575.jpg.chip.jpg,UTKFace,0,3
13621,26,26_1_3_20170117154838647.jpg.chip.jpg,UTKFace,1,3
13905,32,32_0_1_20170116002309943.jpg.chip.jpg,UTKFace,0,1
11309,2,2_0_4_20170103230700225.jpg.chip.jpg,UTKFace,0,4
11560,1,1_1_2_20161219155627605.jpg.chip.jpg,UTKFace,1,2
2503,10,10_0_0_20170110225601897.jpg.chip.jpg,UTKFace,0,0
1750,25,25_0_0_20170116220630282.jpg.chip.jpg,UTKFace,0,0
10328,61,61_0_0_20170104213246805.jpg.chip.jpg,UTKFace,0,0
6591,3,3_1_2_20161219190200060.jpg.chip.jpg,UTKFace,1,2
13285,42,42_0_0_20170109012239137.jpg.chip.jpg,UTKFace,0,0
9103,13,13_0_0_20170103201032542.jpg.chip.jpg,UTKFace,0,0
5031,42,42_0_1_20170117171628313.jpg.chip.jpg,UTKFace,0,1
10403,60,60_1_0_20170110143525297.jpg.chip.jpg,UTKFace,1,0
12890,25,25_1_3_20170117164722928.jpg.chip.jpg,UTKFace,1,3
3799,26,26_0_2_20170116182417422.jpg.chip.jpg,UTKFace,0,2
12630,7,7_0_1_20170110224345168.jpg.chip.jpg,UTKFace,0,1
12937,8,8_0_3_20161220222825331.jpg.chip.jpg,UTKFace,0,3
8622,58,58_0_0_20170117191942332.jpg.chip.jpg,UTKFace,0,0
500,52,52_0_2_20170116183811379.jpg.chip.jpg,UTKFace,0,2
4001,27,27_1_1_20170109131744869.jpg.chip.jpg,UTKFace,1,1
9397,75,75_0_0_20170111203855367.jpg.chip.jpg,UTKFace,0,0
13785,19,19_1_0_20170109213228173.jpg.chip.jpg,UTKFace,1,0
14364,46,46_1_1_20170116161237892.jpg.chip.jpg,UTKFace,1,1
12939,24,24_1_3_20170104231625010.jpg.chip.jpg,UTKFace,1,3
14646,35,35_0_1_20170117143106996.jpg.chip.jpg,UTKFace,0,1
13673,80,80_0_2_20170112220346479.jpg.chip.jpg,UTKFace,0,2
2827,23,23_1_4_20170103223615095.jpg.chip.jpg,UTKFace,1,4
10583,21,21_1_1_20170112233357370.jpg.chip.jpg,UTKFace,1,1
13962,65,65_0_0_20170111195430569.jpg.chip.jpg,UTKFace,0,0
7651,52,52_0_3_20170119205639336.jpg.chip.jpg,UTKFace,0,3
3377,26,26_0_1_20170113135514506.jpg.chip.jpg,UTKFace,0,1
6324,24,24_0_1_20170113134042697.jpg.chip.jpg,UTKFace,0,1
3299,23,23_1_3_20170119164545181.jpg.chip.jpg,UTKFace,1,3
11313,3,3_0_0_20161219211053581.jpg.chip.jpg,UTKFace,0,0
8529,52,52_0_1_20170120222557074.jpg.chip.jpg,UTKFace,0,1
14371,34,34_0_1_20170113151600638.jpg.chip.jpg,UTKFace,0,1
10048,53,53_0_3_20170119205743575.jpg.chip.jpg,UTKFace,0,3
1593,1,1_1_4_20161221201729160.jpg.chip.jpg,UTKFace,1,4
10116,33,33_1_0_20170117175140175.jpg.chip.jpg,UTKFace,1,0
1663,60,60_0_0_20170117092311960.jpg.chip.jpg,UTKFace,0,0
385,35,35_0_3_20170117181837205.jpg.chip.jpg,UTKFace,0,3
6871,25,25_1_3_20170119172050673.jpg.chip.jpg,UTKFace,1,3
13083,70,70_0_0_20170104185854046.jpg.chip.jpg,UTKFace,0,0
11899,18,18_0_0_20170110232621309.jpg.chip.jpg,UTKFace,0,0
1885,69,69_1_0_20170109150615726.jpg.chip.jpg,UTKFace,1,0
956,24,24_0_3_20170104230211113.jpg.chip.jpg,UTKFace,0,3
9559,44,44_0_0_20170117140036990.jpg.chip.jpg,UTKFace,0,0
12839,38,38_1_0_20170117184900263.jpg.chip.jpg,UTKFace,1,0
2801,65,65_0_2_20170112222023530.jpg.chip.jpg,UTKFace,0,2
14530,25,25_0_1_20170113150701015.jpg.chip.jpg,UTKFace,0,1
2010,28,28_1_1_20170115235013113.jpg.chip.jpg,UTKFace,1,1
6313,24,24_1_2_20170116164813386.jpg.chip.jpg,UTKFace,1,2
9776,26,26_1_0_20170117003314278.jpg.chip.jpg,UTKFace,1,0
2630,27,27_0_2_20170104011250152.jpg.chip.jpg,UTKFace,0,2
11112,82,82_0_0_20170111210717906.jpg.chip.jpg,UTKFace,0,0
14477,47,47_1_1_20170113002000875.jpg.chip.jpg,UTKFace,1,1
164,54,54_0_0_20170117171614274.jpg.chip.jpg,UTKFace,0,0
14592,49,49_1_0_20170109142119876.jpg.chip.jpg,UTKFace,1,0
1210,25,25_0_3_20170119171838936.jpg.chip.jpg,UTKFace,0,3
8773,34,34_1_0_20170117134932847.jpg.chip.jpg,UTKFace,1,0
1462,27,27_1_1_20170112213529269.jpg.chip.jpg,UTKFace,1,1
2940,65,65_0_0_20170117162857355.jpg.chip.jpg,UTKFace,0,0
10847,48,48_1_1_20170113013013754.jpg.chip.jpg,UTKFace,1,1
9897,7,7_0_0_20170110220627122.jpg.chip.jpg,UTKFace,0,0
7318,30,30_1_1_20170113001440458.jpg.chip.jpg,UTKFace,1,1
15162,2,2_0_3_20161219225440088.jpg.chip.jpg,UTKFace,0,3
12869,3,3_1_2_20161219192119762.jpg.chip.jpg,UTKFace,1,2
438,32,32_0_0_20170117203115358.jpg.chip.jpg,UTKFace,0,0
8722,28,28_1_3_20170109133054332.jpg.chip.jpg,UTKFace,1,3
6482,15,15_1_2_20161219193333691.jpg.chip.jpg,UTKFace,1,2
2298,55,55_0_0_20170120222234390.jpg.chip.jpg,UTKFace,0,0
1197,83,83_0_0_20170120230512130.jpg.chip.jpg,UTKFace,0,0
6265,72,72_0_0_20170111210618013.jpg.chip.jpg,UTKFace,0,0
4134,4,4_0_0_20170110211454141.jpg.chip.jpg,UTKFace,0,0
9704,21,21_0_4_20161223214805057.jpg.chip.jpg,UTKFace,0,4
10186,37,37_0_0_20170104174218803.jpg.chip.jpg,UTKFace,0,0
2872,26,26_0_1_20170112210717501.jpg.chip.jpg,UTKFace,0,1
7232,55,55_0_0_20170111203852863.jpg.chip.jpg,UTKFace,0,0
11223,3,3_0_2_20161219141725457.jpg.chip.jpg,UTKFace,0,2
8559,73,73_1_0_20170117175559419.jpg.chip.jpg,UTKFace,1,0
3966,24,24_1_2_20170104022044502.jpg.chip.jpg,UTKFace,1,2
