,age,filename,database,gender,race
2519,75,75_0_1_20170113135403273.jpg.chip.jpg,UTKFace,0,1
1173,30,30_1_0_20170117131022202.jpg.chip.jpg,UTKFace,1,0
7729,8,8_1_0_20170109202906495.jpg.chip.jpg,UTKFace,1,0
8973,23,23_0_4_20170117194033772.jpg.chip.jpg,UTKFace,0,4
2786,26,26_0_3_20170104230325016.jpg.chip.jpg,UTKFace,0,3
14966,1,1_1_2_20161219141709601.jpg.chip.jpg,UTKFace,1,2
2626,54,54_1_1_20170117194849551.jpg.chip.jpg,UTKFace,1,1
14673,25,25_1_3_20170119172047553.jpg.chip.jpg,UTKFace,1,3
3921,38,38_0_1_20170116001041187.jpg.chip.jpg,UTKFace,0,1
7614,28,28_1_2_20170116190129400.jpg.chip.jpg,UTKFace,1,2
954,55,55_0_3_20170119204600605.jpg.chip.jpg,UTKFace,0,3
9151,37,37_1_1_20170117014034055.jpg.chip.jpg,UTKFace,1,1
993,80,80_1_0_20170111210442298.jpg.chip.jpg,UTKFace,1,0
4410,21,21_0_1_20170115231442487.jpg.chip.jpg,UTKFace,0,1
1983,60,60_0_1_20170117194137742.jpg.chip.jpg,UTKFace,0,1
7886,42,42_0_0_20170117154744705.jpg.chip.jpg,UTKFace,0,0
8881,6,6_1_0_20170109201859697.jpg.chip.jpg,UTKFace,1,0
5086,36,36_1_0_20170117135852762.jpg.chip.jpg,UTKFace,1,0
4566,4,4_0_2_20161219141105897.jpg.chip.jpg,UTKFace,0,2
12329,46,46_0_0_20170109015549957.jpg.chip.jpg,UTKFace,0,0
14409,26,26_1_0_20170105183657951.jpg.chip.jpg,UTKFace,1,0
7390,6,6_0_3_20161220145323231.jpg.chip.jpg,UTKFace,0,3
7979,75,75_1_0_20170120221956669.jpg.chip.jpg,UTKFace,1,0
7451,25,25_0_1_20170116025959945.jpg.chip.jpg,UTKFace,0,1
13478,4,4_0_0_20170110213542396.jpg.chip.jpg,UTKFace,0,0
13765,45,45_0_3_20170119202040629.jpg.chip.jpg,UTKFace,0,3
9263,45,45_0_0_20170117163357130.jpg.chip.jpg,UTKFace,0,0
976,22,22_0_3_20170119162922591.jpg.chip.jpg,UTKFace,0,3
5621,40,40_0_3_20170117154652454.jpg.chip.jpg,UTKFace,0,3
11198,26,26_1_3_20170117154607967.jpg.chip.jpg,UTKFace,1,3
11053,24,24_1_3_20170104231625010.jpg.chip.jpg,UTKFace,1,3
12684,30,30_1_1_20170114031144413.jpg.chip.jpg,UTKFace,1,1
2061,70,70_1_0_20170120222630481.jpg.chip.jpg,UTKFace,1,0
7314,45,45_1_0_20170117171159258.jpg.chip.jpg,UTKFace,1,0
1719,26,26_0_1_20170117195838909.jpg.chip.jpg,UTKFace,0,1
7881,50,50_1_0_20170117174644414.jpg.chip.jpg,UTKFace,1,0
474,38,38_0_1_20170113152802880.jpg.chip.jpg,UTKFace,0,1
3392,9,9_1_0_20170109202824646.jpg.chip.jpg,UTKFace,1,0
13105,42,42_1_0_20170117203930783.jpg.chip.jpg,UTKFace,1,0
5120,58,58_0_0_20170117191839091.jpg.chip.jpg,UTKFace,0,0
4987,85,85_1_2_20170110183010789.jpg.chip.jpg,UTKFace,1,2
2843,32,32_0_0_20170117182429685.jpg.chip.jpg,UTKFace,0,0
5425,19,19_1_2_20170104021632526.jpg.chip.jpg,UTKFace,1,2
3128,9,9_0_2_20161219193430531.jpg.chip.jpg,UTKFace,0,2
