,age,filename,database,gender,race
4827,18,18_0_0_20170117140759528.jpg.chip.jpg,UTKFace,0,0
1836,60,60_0_3_20170119201822925.jpg.chip.jpg,UTKFace,0,3
13103,26,26_0_3_20170117154604988.jpg.chip.jpg,UTKFace,0,3
9626,21,21_1_4_20170103230521217.jpg.chip.jpg,UTKFace,1,4
9973,37,37_1_2_20170105172732733.jpg.chip.jpg,UTKFace,1,2
706,62,62_0_0_20170117192208082.jpg.chip.jpg,UTKFace,0,0
14215,38,38_1_0_20170117121950680.jpg.chip.jpg,UTKFace,1,0
9213,29,29_1_1_20170112235118232.jpg.chip.jpg,UTKFace,1,1
14161,32,32_1_1_20170112213013302.jpg.chip.jpg,UTKFace,1,1
9122,54,54_0_1_20170117183527321.jpg.chip.jpg,UTKFace,0,1
13570,32,32_0_1_20170113151013735.jpg.chip.jpg,UTKFace,0,1
115,5,5_1_0_20170109194215705.jpg.chip.jpg,UTKFace,1,0
10029,26,26_0_0_20170116204100913.jpg.chip.jpg,UTKFace,0,0
10460,26,26_0_2_20170116210411437.jpg.chip.jpg,UTKFace,0,2
4307,29,29_0_2_20170116205917784.jpg.chip.jpg,UTKFace,0,2
11366,26,26_0_1_20170113152835192.jpg.chip.jpg,UTKFace,0,1
4095,2,2_1_2_20161219212055926.jpg.chip.jpg,UTKFace,1,2
8405,9,9_1_2_20161219190524395.jpg.chip.jpg,UTKFace,1,2
14100,1,1_1_2_20161219222703503.jpg.chip.jpg,UTKFace,1,2
11415,22,22_1_0_20170112192312350.jpg.chip.jpg,UTKFace,1,0
7331,61,61_0_0_20170104185715382.jpg.chip.jpg,UTKFace,0,0
5340,26,26_1_3_20170119193046825.jpg.chip.jpg,UTKFace,1,3
6383,39,39_0_0_20170109010216194.jpg.chip.jpg,UTKFace,0,0
9705,26,26_1_3_20170119192540907.jpg.chip.jpg,UTKFace,1,3
2392,23,23_0_1_20170114033518919.jpg.chip.jpg,UTKFace,0,1
13370,2,2_1_2_20161219222445647.jpg.chip.jpg,UTKFace,1,2
7981,90,90_0_0_20170111223757607.jpg.chip.jpg,UTKFace,0,0
11329,65,65_0_0_20170117163738348.jpg.chip.jpg,UTKFace,0,0
8769,1,1_1_0_20170110212647258.jpg.chip.jpg,UTKFace,1,0
13299,53,53_1_0_20170117163702203.jpg.chip.jpg,UTKFace,1,0
9232,38,38_1_0_20170117154132795.jpg.chip.jpg,UTKFace,1,0
8971,1,1_1_1_20170109194626438.jpg.chip.jpg,UTKFace,1,1
5011,20,20_0_1_20170113133041441.jpg.chip.jpg,UTKFace,0,1
8896,1,1_0_3_20161220223100579.jpg.chip.jpg,UTKFace,0,3
12246,62,62_0_1_20170111203832046.jpg.chip.jpg,UTKFace,0,1
7004,15,15_0_2_20170116181405111.jpg.chip.jpg,UTKFace,0,2
4150,22,22_1_2_20170116170405273.jpg.chip.jpg,UTKFace,1,2
8879,90,90_0_0_20170117175429276.jpg.chip.jpg,UTKFace,0,0
11547,26,26_0_0_20170117172820860.jpg.chip.jpg,UTKFace,0,0
7454,35,35_0_0_20170119200919084.jpg.chip.jpg,UTKFace,0,0
5013,26,26_0_2_20170103181248536.jpg.chip.jpg,UTKFace,0,2
