,age,filename,database,gender,race
7543,29,29_1_0_20170116211713681.jpg.chip.jpg,UTKFace,1,0
10345,60,60_1_1_20170112211606108.jpg.chip.jpg,UTKFace,1,1
11944,25,25_1_1_20170116003155558.jpg.chip.jpg,UTKFace,1,1
4311,3,3_1_1_20170109194630568.jpg.chip.jpg,UTKFace,1,1
11837,85,85_1_0_20170110181956588.jpg.chip.jpg,UTKFace,1,0
14504,74,74_1_2_20170105174904109.jpg.chip.jpg,UTKFace,1,2
13052,78,78_0_0_20170111222546535.jpg.chip.jpg,UTKFace,0,0
225,26,26_0_1_20170116143037391.jpg.chip.jpg,UTKFace,0,1
1935,56,56_1_1_20170110153339650.jpg.chip.jpg,UTKFace,1,1
4690,60,60_0_1_20170113185141927.jpg.chip.jpg,UTKFace,0,1
10945,26,26_1_2_20170116184039763.jpg.chip.jpg,UTKFace,1,2
15063,36,36_1_1_20170117135857248.jpg.chip.jpg,UTKFace,1,1
11160,43,43_0_0_20170103183345633.jpg.chip.jpg,UTKFace,0,0
11271,28,28_0_4_20170117020639219.jpg.chip.jpg,UTKFace,0,4
5071,65,65_0_1_20170111200815149.jpg.chip.jpg,UTKFace,0,1
14375,34,34_0_0_20170117182618749.jpg.chip.jpg,UTKFace,0,0
4182,56,56_1_0_20170110153255801.jpg.chip.jpg,UTKFace,1,0
8802,85,85_1_0_20170110183711497.jpg.chip.jpg,UTKFace,1,0
3804,32,32_1_2_20170116180211518.jpg.chip.jpg,UTKFace,1,2
3927,18,18_0_3_20170119144144877.jpg.chip.jpg,UTKFace,0,3
12859,28,28_1_4_20170104165215184.jpg.chip.jpg,UTKFace,1,4
4974,25,25_1_0_20170117151341916.jpg.chip.jpg,UTKFace,1,0
4456,14,14_0_1_20170116205529704.jpg.chip.jpg,UTKFace,0,1
6973,15,15_1_4_20170103201445071.jpg.chip.jpg,UTKFace,1,4
2999,11,11_0_1_20170103201136230.jpg.chip.jpg,UTKFace,0,1
9232,26,26_0_0_20170104201228553.jpg.chip.jpg,UTKFace,0,0
7048,37,37_1_1_20170117164315529.jpg.chip.jpg,UTKFace,1,1
2170,27,27_1_2_20170116163651888.jpg.chip.jpg,UTKFace,1,2
2128,42,42_1_0_20170119204510263.jpg.chip.jpg,UTKFace,1,0
5777,16,16_0_3_20170110232150874.jpg.chip.jpg,UTKFace,0,3
2807,23,23_1_1_20170103223013127.jpg.chip.jpg,UTKFace,1,1
4369,2,2_1_2_20161219152918020.jpg.chip.jpg,UTKFace,1,2
187,34,34_0_1_20170113134734098.jpg.chip.jpg,UTKFace,0,1
7817,26,26_1_1_20170116224118858.jpg.chip.jpg,UTKFace,1,1
5933,50,50_0_2_20170112220437210.jpg.chip.jpg,UTKFace,0,2
12530,20,20_1_4_20161223230110540.jpg.chip.jpg,UTKFace,1,4
4007,26,26_1_0_20170116192554607.jpg.chip.jpg,UTKFace,1,0
7836,24,24_1_3_20170117145624635.jpg.chip.jpg,UTKFace,1,3
322,40,40_0_0_20170117091924107.jpg.chip.jpg,UTKFace,0,0
4484,8,8_0_0_20170110220157082.jpg.chip.jpg,UTKFace,0,0
4687,1,1_1_0_20170109190852630.jpg.chip.jpg,UTKFace,1,0
15085,27,27_0_3_20170119153330881.jpg.chip.jpg,UTKFace,0,3
12456,36,36_0_3_20170119201908108.jpg.chip.jpg,UTKFace,0,3
5480,18,18_1_0_20170109213623055.jpg.chip.jpg,UTKFace,1,0
4832,16,16_0_4_20161221200238647.jpg.chip.jpg,UTKFace,0,4
3083,14,14_1_0_20170117135203837.jpg.chip.jpg,UTKFace,1,0
8036,40,40_1_1_20170113001356402.jpg.chip.jpg,UTKFace,1,1
12807,60,60_0_0_20170117091256462.jpg.chip.jpg,UTKFace,0,0
180,1,1_1_4_20170103204831032.jpg.chip.jpg,UTKFace,1,4
13336,20,20_0_1_20170114030944485.jpg.chip.jpg,UTKFace,0,1
14194,1,1_0_3_20161219225648120.jpg.chip.jpg,UTKFace,0,3
168,3,3_1_2_20161219141659416.jpg.chip.jpg,UTKFace,1,2
14315,15,15_0_0_20170110232338801.jpg.chip.jpg,UTKFace,0,0
14439,29,29_1_2_20170116162317216.jpg.chip.jpg,UTKFace,1,2
12304,45,45_0_0_20170117185032873.jpg.chip.jpg,UTKFace,0,0
1426,33,33_0_0_20170116224733537.jpg.chip.jpg,UTKFace,0,0
3992,1,1_0_2_20161219202914180.jpg.chip.jpg,UTKFace,0,2
1060,1,1_0_0_20170110205339425.jpg.chip.jpg,UTKFace,0,0
548,46,46_0_4_20170104202042473.jpg.chip.jpg,UTKFace,0,4
7454,26,26_1_0_20170117171248386.jpg.chip.jpg,UTKFace,1,0
10166,25,25_1_0_20170117134837758.jpg.chip.jpg,UTKFace,1,0
2904,29,29_1_0_20170104170615233.jpg.chip.jpg,UTKFace,1,0
11978,26,26_1_1_20170116232158064.jpg.chip.jpg,UTKFace,1,1
6022,22,22_1_3_20170119163344958.jpg.chip.jpg,UTKFace,1,3
6268,20,20_1_1_20170114031116660.jpg.chip.jpg,UTKFace,1,1
6352,37,37_1_0_20170117140111378.jpg.chip.jpg,UTKFace,1,0
12392,63,63_0_0_20170117194911622.jpg.chip.jpg,UTKFace,0,0
13182,31,31_1_1_20170117133424944.jpg.chip.jpg,UTKFace,1,1
6096,25,25_1_1_20170112230445064.jpg.chip.jpg,UTKFace,1,1
10123,65,65_0_0_20170105174716942.jpg.chip.jpg,UTKFace,0,0
2255,1,1_1_0_20170109193717283.jpg.chip.jpg,UTKFace,1,0
11312,53,53_1_0_20170117000739940.jpg.chip.jpg,UTKFace,1,0
8929,12,12_1_0_20170109200926532.jpg.chip.jpg,UTKFace,1,0
13467,38,38_0_0_20170117184513097.jpg.chip.jpg,UTKFace,0,0
2847,25,25_0_0_20170117191852883.jpg.chip.jpg,UTKFace,0,0
13137,30,30_1_1_20170112215039472.jpg.chip.jpg,UTKFace,1,1
3101,68,68_0_0_20170117174131505.jpg.chip.jpg,UTKFace,0,0
12289,64,64_1_0_20170110182136419.jpg.chip.jpg,UTKFace,1,0
7481,75,75_1_0_20170109132033628.jpg.chip.jpg,UTKFace,1,0
634,35,35_1_0_20170117134340646.jpg.chip.jpg,UTKFace,1,0
3812,51,51_1_2_20170104212216588.jpg.chip.jpg,UTKFace,1,2
14020,65,65_0_0_20170111204905982.jpg.chip.jpg,UTKFace,0,0
10371,28,28_0_1_20170113134651866.jpg.chip.jpg,UTKFace,0,1
11870,2,2_0_0_20170110213022114.jpg.chip.jpg,UTKFace,0,0
10094,4,4_1_2_20161219153328036.jpg.chip.jpg,UTKFace,1,2
5648,3,3_1_2_20161219190200060.jpg.chip.jpg,UTKFace,1,2
