,age,filename,database,gender,race
1879,40,40_0_0_20170116235733229.jpg.chip.jpg,UTKFace,0,0
11426,45,45_0_0_20170113190343889.jpg.chip.jpg,UTKFace,0,0
11195,21,21_0_4_20170103210434754.jpg.chip.jpg,UTKFace,0,4
12061,35,35_0_0_20170113184039072.jpg.chip.jpg,UTKFace,0,0
6769,78,78_0_2_20170112205619428.jpg.chip.jpg,UTKFace,0,2
2424,26,26_0_0_20170117195907555.jpg.chip.jpg,UTKFace,0,0
13815,32,32_1_1_20170112215208374.jpg.chip.jpg,UTKFace,1,1
6078,30,30_1_0_20170117143902329.jpg.chip.jpg,UTKFace,1,0
13735,41,41_0_1_20170113190547009.jpg.chip.jpg,UTKFace,0,1
1481,35,35_0_1_20170113134305216.jpg.chip.jpg,UTKFace,0,1
2046,36,36_1_1_20170116223054510.jpg.chip.jpg,UTKFace,1,1
6151,2,2_1_4_20161221202110987.jpg.chip.jpg,UTKFace,1,4
5494,16,16_1_0_20170103163010615.jpg.chip.jpg,UTKFace,1,0
6618,27,27_1_0_20170114030815179.jpg.chip.jpg,UTKFace,1,0
4413,26,26_0_1_20170116183512340.jpg.chip.jpg,UTKFace,0,1
7636,76,76_0_1_20170116205556715.jpg.chip.jpg,UTKFace,0,1
5117,26,26_0_1_20170103235317796.jpg.chip.jpg,UTKFace,0,1
13700,31,31_1_1_20170112235234538.jpg.chip.jpg,UTKFace,1,1
2574,56,56_1_0_20170110141043329.jpg.chip.jpg,UTKFace,1,0
793,35,35_0_0_20170120220544849.jpg.chip.jpg,UTKFace,0,0
2931,39,39_0_0_20170117165645001.jpg.chip.jpg,UTKFace,0,0
6443,36,36_0_3_20170119153128584.jpg.chip.jpg,UTKFace,0,3
11900,48,48_0_0_20170117165848844.jpg.chip.jpg,UTKFace,0,0
8962,95,95_1_2_20170120225327083.jpg.chip.jpg,UTKFace,1,2
6557,90,90_0_1_20170117194324750.jpg.chip.jpg,UTKFace,0,1
2188,59,59_1_0_20170113184300134.jpg.chip.jpg,UTKFace,1,0
12444,32,32_1_1_20170114024532411.jpg.chip.jpg,UTKFace,1,1
14900,16,16_0_0_20170110231815815.jpg.chip.jpg,UTKFace,0,0
