,age,filename,database,gender,race
854,70,70_0_3_20170105175417710.jpg.chip.jpg,UTKFace,0,3
1922,29,29_1_2_20170116161428854.jpg.chip.jpg,UTKFace,1,2
7989,33,33_0_4_20170103235213148.jpg.chip.jpg,UTKFace,0,4
3862,44,44_0_3_20170119195204451.jpg.chip.jpg,UTKFace,0,3
6131,1,1_0_2_20161219140525218.jpg.chip.jpg,UTKFace,0,2
9181,1,1_0_3_20161219224709226.jpg.chip.jpg,UTKFace,0,3
12562,67,67_0_0_20170104185241950.jpg.chip.jpg,UTKFace,0,0
9673,24,24_1_1_20170112230626278.jpg.chip.jpg,UTKFace,1,1
14020,65,65_0_0_20170111204905982.jpg.chip.jpg,UTKFace,0,0
12625,24,24_1_0_20170105000720347.jpg.chip.jpg,UTKFace,1,0
11285,34,34_1_1_20170116164411145.jpg.chip.jpg,UTKFace,1,1
527,80,80_0_0_20170120225045833.jpg.chip.jpg,UTKFace,0,0
10986,41,41_0_3_20170109140906863.jpg.chip.jpg,UTKFace,0,3
5343,35,35_0_2_20170116191223232.jpg.chip.jpg,UTKFace,0,2
6284,26,26_0_0_20170117173206140.jpg.chip.jpg,UTKFace,0,0
8951,4,4_1_3_20161219224506577.jpg.chip.jpg,UTKFace,1,3
13226,53,53_0_0_20170117163705002.jpg.chip.jpg,UTKFace,0,0
7996,26,26_0_3_20170119181411076.jpg.chip.jpg,UTKFace,0,3
8618,32,32_1_2_20170104202227882.jpg.chip.jpg,UTKFace,1,2
4983,23,23_1_3_20170117144834977.jpg.chip.jpg,UTKFace,1,3
11088,23,23_1_2_20170104020053452.jpg.chip.jpg,UTKFace,1,2
1608,2,2_1_4_20161221201419633.jpg.chip.jpg,UTKFace,1,4
14171,29,29_0_2_20170116173703903.jpg.chip.jpg,UTKFace,0,2
6426,3,3_1_2_20161219141400280.jpg.chip.jpg,UTKFace,1,2
10773,34,34_0_0_20170117134917423.jpg.chip.jpg,UTKFace,0,0
6515,33,33_1_0_20170105000625650.jpg.chip.jpg,UTKFace,1,0
