,age,filename,database,gender,race
3442,27,27_0_0_20170117175351801.jpg.chip.jpg,UTKFace,0,0
5739,67,67_0_3_20170119212009145.jpg.chip.jpg,UTKFace,0,3
7345,23,23_1_2_20170116172955453.jpg.chip.jpg,UTKFace,1,2
3146,72,72_0_2_20170112223945402.jpg.chip.jpg,UTKFace,0,2
9584,48,48_0_0_20170111200118842.jpg.chip.jpg,UTKFace,0,0
5330,29,29_0_3_20170104230635409.jpg.chip.jpg,UTKFace,0,3
14704,28,28_1_2_20170116165117020.jpg.chip.jpg,UTKFace,1,2
5760,34,34_1_0_20170103182644010.jpg.chip.jpg,UTKFace,1,0
5860,8,8_1_0_20170109202305645.jpg.chip.jpg,UTKFace,1,0
10185,31,31_1_3_20170104220156327.jpg.chip.jpg,UTKFace,1,3
5155,55,55_0_0_20170120223717438.jpg.chip.jpg,UTKFace,0,0
8840,47,47_0_0_20170117160350201.jpg.chip.jpg,UTKFace,0,0
5388,25,25_0_3_20170119171836176.jpg.chip.jpg,UTKFace,0,3
12301,23,23_0_0_20170116221710870.jpg.chip.jpg,UTKFace,0,0
12680,30,30_1_1_20170112215102792.jpg.chip.jpg,UTKFace,1,1
6125,22,22_1_3_20170104232504850.jpg.chip.jpg,UTKFace,1,3
11387,52,52_1_1_20170113011248822.jpg.chip.jpg,UTKFace,1,1
6303,1,1_0_0_20170110212759695.jpg.chip.jpg,UTKFace,0,0
1211,26,26_1_2_20170116184243456.jpg.chip.jpg,UTKFace,1,2
5368,24,24_0_1_20170117194551093.jpg.chip.jpg,UTKFace,0,1
4786,54,54_0_0_20170117163811442.jpg.chip.jpg,UTKFace,0,0
6921,24,24_0_1_20170113151005343.jpg.chip.jpg,UTKFace,0,1
7645,27,27_1_0_20170117175942220.jpg.chip.jpg,UTKFace,1,0
3074,8,8_0_0_20170110220345778.jpg.chip.jpg,UTKFace,0,0
13750,14,14_0_0_20170110232745742.jpg.chip.jpg,UTKFace,0,0
11291,18,18_1_0_20170109212647587.jpg.chip.jpg,UTKFace,1,0
5253,1,1_1_3_20161220143219502.jpg.chip.jpg,UTKFace,1,3
5956,27,27_0_0_20170117175400993.jpg.chip.jpg,UTKFace,0,0
7116,1,1_0_0_20170109192219011.jpg.chip.jpg,UTKFace,0,0
13936,65,65_0_3_20170119203933382.jpg.chip.jpg,UTKFace,0,3
1352,25,25_1_0_20170116003458183.jpg.chip.jpg,UTKFace,1,0
9533,55,55_0_3_20170119211436800.jpg.chip.jpg,UTKFace,0,3
13669,25,25_0_0_20170117140932120.jpg.chip.jpg,UTKFace,0,0
11013,33,33_1_0_20170112235509832.jpg.chip.jpg,UTKFace,1,0
2155,27,27_1_3_20170104231417083.jpg.chip.jpg,UTKFace,1,3
9388,26,26_1_1_20170112235910121.jpg.chip.jpg,UTKFace,1,1
11283,60,60_0_0_20170119204301455.jpg.chip.jpg,UTKFace,0,0
13492,41,41_1_0_20170104201435202.jpg.chip.jpg,UTKFace,1,0
11671,13,13_1_0_20170109213526011.jpg.chip.jpg,UTKFace,1,0
4748,32,32_1_0_20170117134818845.jpg.chip.jpg,UTKFace,1,0
12681,37,37_0_2_20170116184948230.jpg.chip.jpg,UTKFace,0,2
9050,29,29_1_2_20170116163132225.jpg.chip.jpg,UTKFace,1,2
9461,32,32_1_1_20170117183639941.jpg.chip.jpg,UTKFace,1,1
3803,35,35_0_0_20170117191728610.jpg.chip.jpg,UTKFace,0,0
9991,18,18_1_0_20170109214608184.jpg.chip.jpg,UTKFace,1,0
6118,1,1_0_3_20161220220358441.jpg.chip.jpg,UTKFace,0,3
2664,5,5_1_2_20161219204056708.jpg.chip.jpg,UTKFace,1,2
7697,16,16_1_1_20170112191148791.jpg.chip.jpg,UTKFace,1,1
7851,34,34_0_3_20170119152328504.jpg.chip.jpg,UTKFace,0,3
9464,42,42_0_0_20170109004710455.jpg.chip.jpg,UTKFace,0,0
733,24,24_1_2_20170103235106308.jpg.chip.jpg,UTKFace,1,2
14894,26,26_1_1_20170116160247500.jpg.chip.jpg,UTKFace,1,1
10415,14,14_0_0_20170110232651186.jpg.chip.jpg,UTKFace,0,0
4674,58,58_0_0_20170111210401778.jpg.chip.jpg,UTKFace,0,0
6167,45,45_1_0_20170117175418025.jpg.chip.jpg,UTKFace,1,0
12270,28,28_1_4_20170117202541845.jpg.chip.jpg,UTKFace,1,4
13803,1,1_0_2_20161220144914327.jpg.chip.jpg,UTKFace,0,2
14508,21,21_1_1_20170114031445759.jpg.chip.jpg,UTKFace,1,1
8555,21,21_1_0_20170105002525812.jpg.chip.jpg,UTKFace,1,0
11327,28,28_0_0_20170120134223574.jpg.chip.jpg,UTKFace,0,0
3534,29,29_1_1_20170103181030152.jpg.chip.jpg,UTKFace,1,1
12291,49,49_0_3_20170119201615957.jpg.chip.jpg,UTKFace,0,3
5272,36,36_1_1_20170113011359152.jpg.chip.jpg,UTKFace,1,1
9999,25,25_0_4_20170116001358842.jpg.chip.jpg,UTKFace,0,4
4992,52,52_0_0_20170113184049447.jpg.chip.jpg,UTKFace,0,0
5892,31,31_0_0_20170116003010656.jpg.chip.jpg,UTKFace,0,0
266,28,28_0_1_20170113134036488.jpg.chip.jpg,UTKFace,0,1
3746,23,23_0_3_20170119153304574.jpg.chip.jpg,UTKFace,0,3
5721,24,24_1_1_20170113011157712.jpg.chip.jpg,UTKFace,1,1
2512,9,9_0_0_20170110224610119.jpg.chip.jpg,UTKFace,0,0
5057,1,1_0_4_20161221195857728.jpg.chip.jpg,UTKFace,0,4
6975,25,25_1_3_20170119172106986.jpg.chip.jpg,UTKFace,1,3
4296,25,25_0_0_20170117153733428.jpg.chip.jpg,UTKFace,0,0
10502,56,56_0_0_20170111204518142.jpg.chip.jpg,UTKFace,0,0
15168,28,28_1_2_20170116164637415.jpg.chip.jpg,UTKFace,1,2
13663,26,26_1_2_20170116162412165.jpg.chip.jpg,UTKFace,1,2
9402,2,2_0_4_20170103213256420.jpg.chip.jpg,UTKFace,0,4
5485,28,28_0_0_20170117202525511.jpg.chip.jpg,UTKFace,0,0
13217,53,53_0_0_20170109012810348.jpg.chip.jpg,UTKFace,0,0
10365,56,56_1_0_20170110141114577.jpg.chip.jpg,UTKFace,1,0
12451,28,28_1_1_20170113003529300.jpg.chip.jpg,UTKFace,1,1
8834,26,26_0_1_20170116010816035.jpg.chip.jpg,UTKFace,0,1
3685,36,36_0_3_20170119144131781.jpg.chip.jpg,UTKFace,0,3
893,20,20_1_3_20170104231525073.jpg.chip.jpg,UTKFace,1,3
3616,24,24_1_0_20170117150524692.jpg.chip.jpg,UTKFace,1,0
458,35,35_0_1_20170117142612894.jpg.chip.jpg,UTKFace,0,1
4925,47,47_1_4_20170104181336102.jpg.chip.jpg,UTKFace,1,4
14249,18,18_0_0_20170110231845000.jpg.chip.jpg,UTKFace,0,0
810,3,3_0_0_20170110212535063.jpg.chip.jpg,UTKFace,0,0
1336,21,21_1_1_20170112193005893.jpg.chip.jpg,UTKFace,1,1
12894,26,26_0_2_20170116175516176.jpg.chip.jpg,UTKFace,0,2
13267,1,1_0_2_20161219193903835.jpg.chip.jpg,UTKFace,0,2
10894,30,30_1_2_20170117141055697.jpg.chip.jpg,UTKFace,1,2
14424,45,45_1_3_20170119171447928.jpg.chip.jpg,UTKFace,1,3
8469,29,29_0_1_20170117104637567.jpg.chip.jpg,UTKFace,0,1
15126,42,42_1_1_20170112231620452.jpg.chip.jpg,UTKFace,1,1
10892,2,2_1_2_20170109194508114.jpg.chip.jpg,UTKFace,1,2
5366,26,26_1_3_20170119192129993.jpg.chip.jpg,UTKFace,1,3
12490,76,76_1_0_20170110175728311.jpg.chip.jpg,UTKFace,1,0
8475,19,19_1_0_20170116201120465.jpg.chip.jpg,UTKFace,1,0
6101,2,2_0_2_20161219141650121.jpg.chip.jpg,UTKFace,0,2
9424,26,26_0_0_20170117144510833.jpg.chip.jpg,UTKFace,0,0
5650,45,45_0_2_20170116163531048.jpg.chip.jpg,UTKFace,0,2
1376,26,26_0_3_20170119180508068.jpg.chip.jpg,UTKFace,0,3
10505,30,30_1_1_20170112215101145.jpg.chip.jpg,UTKFace,1,1
12678,38,38_0_3_20170119144055864.jpg.chip.jpg,UTKFace,0,3
3474,47,47_0_1_20170117172015693.jpg.chip.jpg,UTKFace,0,1
870,32,32_0_1_20170117183752355.jpg.chip.jpg,UTKFace,0,1
1201,62,62_0_0_20170111203756842.jpg.chip.jpg,UTKFace,0,0
11699,31,31_1_0_20170103183812243.jpg.chip.jpg,UTKFace,1,0
3398,25,25_1_3_20170119164527886.jpg.chip.jpg,UTKFace,1,3
8502,35,35_0_1_20170117000315372.jpg.chip.jpg,UTKFace,0,1
6717,32,32_1_3_20170109141308065.jpg.chip.jpg,UTKFace,1,3
10017,24,24_1_4_20170103224550520.jpg.chip.jpg,UTKFace,1,4
10296,73,73_0_0_20170111223400971.jpg.chip.jpg,UTKFace,0,0
4717,5,5_1_1_20170112210544957.jpg.chip.jpg,UTKFace,1,1
10277,24,24_0_1_20170116002302626.jpg.chip.jpg,UTKFace,0,1
13964,29,29_1_0_20170117180955948.jpg.chip.jpg,UTKFace,1,0
12400,26,26_1_0_20170117091325822.jpg.chip.jpg,UTKFace,1,0
5418,22,22_1_2_20170116172028415.jpg.chip.jpg,UTKFace,1,2
