,age,filename,database,gender,race
4146,28,28_1_0_20170117121818523.jpg.chip.jpg,UTKFace,1,0
3310,1,1_0_3_20161219225811120.jpg.chip.jpg,UTKFace,0,3
436,8,8_1_2_20161219163614671.jpg.chip.jpg,UTKFace,1,2
14363,31,31_0_0_20170114034207474.jpg.chip.jpg,UTKFace,0,0
7007,26,26_1_4_20170117152642036.jpg.chip.jpg,UTKFace,1,4
6974,56,56_1_2_20170107213838566.jpg.chip.jpg,UTKFace,1,2
3394,50,50_1_0_20170103183831466.jpg.chip.jpg,UTKFace,1,0
4086,32,32_1_0_20170104164847153.jpg.chip.jpg,UTKFace,1,0
6845,29,29_0_0_20170104170512993.jpg.chip.jpg,UTKFace,0,0
1327,26,26_0_1_20170104170637953.jpg.chip.jpg,UTKFace,0,1
14971,45,45_0_0_20170105172826437.jpg.chip.jpg,UTKFace,0,0
2318,40,40_0_1_20170113182334142.jpg.chip.jpg,UTKFace,0,1
9656,28,28_1_3_20170104232946267.jpg.chip.jpg,UTKFace,1,3
5295,26,26_1_4_20170103225054720.jpg.chip.jpg,UTKFace,1,4
7291,35,35_0_1_20170113184041966.jpg.chip.jpg,UTKFace,0,1
9797,36,36_1_1_20170116155035948.jpg.chip.jpg,UTKFace,1,1
4352,28,28_0_0_20170117121833834.jpg.chip.jpg,UTKFace,0,0
8849,1,1_1_3_20161220220046801.jpg.chip.jpg,UTKFace,1,3
6247,36,36_0_0_20170104173019797.jpg.chip.jpg,UTKFace,0,0
11899,18,18_0_0_20170110232621309.jpg.chip.jpg,UTKFace,0,0
11855,57,57_0_0_20170117140000703.jpg.chip.jpg,UTKFace,0,0
10818,1,1_0_2_20161219204252348.jpg.chip.jpg,UTKFace,0,2
13563,96,96_1_0_20170110182433943.jpg.chip.jpg,UTKFace,1,0
1188,26,26_1_3_20170119193146682.jpg.chip.jpg,UTKFace,1,3
9073,62,62_1_0_20170110140404141.jpg.chip.jpg,UTKFace,1,0
9401,5,5_0_3_20170117154544317.jpg.chip.jpg,UTKFace,0,3
14444,25,25_0_3_20170117135612879.jpg.chip.jpg,UTKFace,0,3
10487,10,10_0_4_20170104010810728.jpg.chip.jpg,UTKFace,0,4
6121,26,26_1_4_20170103225117416.jpg.chip.jpg,UTKFace,1,4
8449,41,41_1_0_20170117135713137.jpg.chip.jpg,UTKFace,1,0
8537,26,26_1_3_20170119153452146.jpg.chip.jpg,UTKFace,1,3
1254,30,30_1_2_20170116165039591.jpg.chip.jpg,UTKFace,1,2
9740,37,37_0_0_20170117135950641.jpg.chip.jpg,UTKFace,0,0
2408,61,61_0_3_20170119211907034.jpg.chip.jpg,UTKFace,0,3
4390,37,37_1_0_20170117140054979.jpg.chip.jpg,UTKFace,1,0
9699,21,21_0_1_20170113133205762.jpg.chip.jpg,UTKFace,0,1
12787,24,24_0_3_20170117145631891.jpg.chip.jpg,UTKFace,0,3
1480,54,54_0_0_20170117171047997.jpg.chip.jpg,UTKFace,0,0
14592,49,49_1_0_20170109142119876.jpg.chip.jpg,UTKFace,1,0
10311,27,27_1_1_20170103182202481.jpg.chip.jpg,UTKFace,1,1
14194,63,63_0_1_20170120221531693.jpg.chip.jpg,UTKFace,0,1
4642,20,20_1_1_20170117195034455.jpg.chip.jpg,UTKFace,1,1
7691,24,24_0_3_20170104214346781.jpg.chip.jpg,UTKFace,0,3
625,35,35_1_0_20170116201625242.jpg.chip.jpg,UTKFace,1,0
2295,23,23_1_2_20170105162602515.jpg.chip.jpg,UTKFace,1,2
513,27,27_0_0_20170117144505322.jpg.chip.jpg,UTKFace,0,0
13899,1,1_0_3_20161220144712431.jpg.chip.jpg,UTKFace,0,3
8792,31,31_1_1_20170115234845837.jpg.chip.jpg,UTKFace,1,1
7,43,43_0_0_20170109002737188.jpg.chip.jpg,UTKFace,0,0
5418,64,64_1_0_20170120223621126.jpg.chip.jpg,UTKFace,1,0
14876,35,35_1_0_20170117170314803.jpg.chip.jpg,UTKFace,1,0
12202,32,32_0_0_20170116235640652.jpg.chip.jpg,UTKFace,0,0
7594,22,22_1_0_20170120133800998.jpg.chip.jpg,UTKFace,1,0
4494,9,9_0_2_20170110225353988.jpg.chip.jpg,UTKFace,0,2
2276,24,24_0_2_20170119165656526.jpg.chip.jpg,UTKFace,0,2
13618,18,18_1_2_20170104020424141.jpg.chip.jpg,UTKFace,1,2
2001,34,34_0_1_20170116201940268.jpg.chip.jpg,UTKFace,0,1
3764,27,27_0_1_20170116024006905.jpg.chip.jpg,UTKFace,0,1
245,4,4_0_0_20170110212940437.jpg.chip.jpg,UTKFace,0,0
6628,35,35_0_0_20170117180552033.jpg.chip.jpg,UTKFace,0,0
11381,32,32_1_1_20170112235029546.jpg.chip.jpg,UTKFace,1,1
4265,42,42_0_3_20170117154758183.jpg.chip.jpg,UTKFace,0,3
141,31,31_0_3_20170119195948571.jpg.chip.jpg,UTKFace,0,3
2519,26,26_1_0_20170103224921463.jpg.chip.jpg,UTKFace,1,0
14056,35,35_0_1_20170117000315372.jpg.chip.jpg,UTKFace,0,1
3959,1,1_1_4_20170103205134402.jpg.chip.jpg,UTKFace,1,4
156,45,45_1_3_20170119183902380.jpg.chip.jpg,UTKFace,1,3
5650,30,30_1_3_20170117150440114.jpg.chip.jpg,UTKFace,1,3
4139,7,7_1_3_20161220222033539.jpg.chip.jpg,UTKFace,1,3
9615,25,25_1_0_20170104022204452.jpg.chip.jpg,UTKFace,1,0
2171,34,34_1_4_20170103230336761.jpg.chip.jpg,UTKFace,1,4
6091,75,75_0_0_20170117174808021.jpg.chip.jpg,UTKFace,0,0
1027,40,40_1_1_20170117000145761.jpg.chip.jpg,UTKFace,1,1
7964,8,8_0_0_20170110220309370.jpg.chip.jpg,UTKFace,0,0
11468,43,43_0_0_20170117175212882.jpg.chip.jpg,UTKFace,0,0
14713,20,20_0_1_20170113132730457.jpg.chip.jpg,UTKFace,0,1
15085,1,1_0_4_20170103212630716.jpg.chip.jpg,UTKFace,0,4
6380,30,30_1_4_20170117203004549.jpg.chip.jpg,UTKFace,1,4
4377,56,56_0_0_20170111203922369.jpg.chip.jpg,UTKFace,0,0
3078,34,34_1_0_20170104022106301.jpg.chip.jpg,UTKFace,1,0
5146,27,27_1_2_20170116163622032.jpg.chip.jpg,UTKFace,1,2
9037,20,20_1_1_20170113005427278.jpg.chip.jpg,UTKFace,1,1
11445,5,5_1_0_20170109194113052.jpg.chip.jpg,UTKFace,1,0
14209,21,21_0_0_20170104230059401.jpg.chip.jpg,UTKFace,0,0
7759,1,1_0_4_20161221193606310.jpg.chip.jpg,UTKFace,0,4
1911,26,26_1_1_20170112204005344.jpg.chip.jpg,UTKFace,1,1
6442,47,47_0_0_20170109012454632.jpg.chip.jpg,UTKFace,0,0
12069,24,24_1_2_20170116164545482.jpg.chip.jpg,UTKFace,1,2
3595,14,14_0_2_20170103201051263.jpg.chip.jpg,UTKFace,0,2
7624,52,52_0_0_20170113184840654.jpg.chip.jpg,UTKFace,0,0
14165,35,35_1_4_20170117203433192.jpg.chip.jpg,UTKFace,1,4
1323,1,1_1_0_20170109190455518.jpg.chip.jpg,UTKFace,1,0
5702,70,70_0_0_20170117175502596.jpg.chip.jpg,UTKFace,0,0
14395,1,1_0_3_20161219224941016.jpg.chip.jpg,UTKFace,0,3
11519,85,85_1_0_20170110181630306.jpg.chip.jpg,UTKFace,1,0
1830,34,34_1_1_20170116010920708.jpg.chip.jpg,UTKFace,1,1
13637,24,24_1_0_20170119211426377.jpg.chip.jpg,UTKFace,1,0
9592,36,36_0_1_20170113183153677.jpg.chip.jpg,UTKFace,0,1
13168,56,56_1_0_20170110120821728.jpg.chip.jpg,UTKFace,1,0
3225,74,74_1_0_20170110173749526.jpg.chip.jpg,UTKFace,1,0
11783,2,2_0_3_20161220221558178.jpg.chip.jpg,UTKFace,0,3
4198,8,8_1_0_20170104005606487.jpg.chip.jpg,UTKFace,1,0
8533,26,26_1_3_20170109140221559.jpg.chip.jpg,UTKFace,1,3
12378,21,21_1_1_20170114031610229.jpg.chip.jpg,UTKFace,1,1
9510,32,32_1_3_20170109134532682.jpg.chip.jpg,UTKFace,1,3
3638,28,28_0_0_20170113132654464.jpg.chip.jpg,UTKFace,0,0
14222,55,55_0_3_20170105180635542.jpg.chip.jpg,UTKFace,0,3
12433,13,13_0_4_20170103201708406.jpg.chip.jpg,UTKFace,0,4
365,28,28_0_0_20170117202432502.jpg.chip.jpg,UTKFace,0,0
13459,65,65_0_1_20170120223219484.jpg.chip.jpg,UTKFace,0,1
4024,70,70_0_0_20170111200011745.jpg.chip.jpg,UTKFace,0,0
7552,32,32_0_0_20170117182234772.jpg.chip.jpg,UTKFace,0,0
9026,65,65_0_2_20170112223820339.jpg.chip.jpg,UTKFace,0,2
6085,45,45_0_1_20170117204117178.jpg.chip.jpg,UTKFace,0,1
14389,23,23_1_2_20170116173233383.jpg.chip.jpg,UTKFace,1,2
151,50,50_0_2_20170117160616344.jpg.chip.jpg,UTKFace,0,2
6995,21,21_0_2_20170116170907317.jpg.chip.jpg,UTKFace,0,2
3977,29,29_1_0_20170117180955948.jpg.chip.jpg,UTKFace,1,0
13169,35,35_0_1_20170117143145454.jpg.chip.jpg,UTKFace,0,1
