,age,filename,database,gender,race
4798,32,32_0_1_20170113183140758.jpg.chip.jpg,UTKFace,0,1
5224,26,26_0_2_20170116181322065.jpg.chip.jpg,UTKFace,0,2
510,23,23_0_2_20170116172945780.jpg.chip.jpg,UTKFace,0,2
11592,30,30_1_0_20170117171117386.jpg.chip.jpg,UTKFace,1,0
4381,22,22_1_2_20170116172705545.jpg.chip.jpg,UTKFace,1,2
4300,66,66_1_0_20170110141120112.jpg.chip.jpg,UTKFace,1,0
6216,54,54_0_3_20170119210117464.jpg.chip.jpg,UTKFace,0,3
5700,72,72_0_1_20170116205624331.jpg.chip.jpg,UTKFace,0,1
10246,26,26_0_1_20170113132700512.jpg.chip.jpg,UTKFace,0,1
4285,49,49_0_0_20170117170554905.jpg.chip.jpg,UTKFace,0,0
5291,31,31_1_1_20170116170019856.jpg.chip.jpg,UTKFace,1,1
6596,12,12_1_0_20170109212505669.jpg.chip.jpg,UTKFace,1,0
5640,35,35_1_0_20170117174830232.jpg.chip.jpg,UTKFace,1,0
9602,27,27_0_3_20170119193205856.jpg.chip.jpg,UTKFace,0,3
12801,26,26_0_3_20170119191755562.jpg.chip.jpg,UTKFace,0,3
10784,38,38_1_0_20170105164238436.jpg.chip.jpg,UTKFace,1,0
4717,68,68_1_0_20170110132430273.jpg.chip.jpg,UTKFace,1,0
3306,22,22_0_3_20170117143013435.jpg.chip.jpg,UTKFace,0,3
8109,26,26_1_0_20170117172636235.jpg.chip.jpg,UTKFace,1,0
14290,35,35_0_0_20170117140922617.jpg.chip.jpg,UTKFace,0,0
8690,20,20_0_1_20170113174858707.jpg.chip.jpg,UTKFace,0,1
6370,26,26_1_3_20170104235414180.jpg.chip.jpg,UTKFace,1,3
7688,27,27_0_0_20170117144431762.jpg.chip.jpg,UTKFace,0,0
14111,50,50_0_0_20170104181517653.jpg.chip.jpg,UTKFace,0,0
11133,27,27_1_3_20170104231417083.jpg.chip.jpg,UTKFace,1,3
11673,28,28_1_1_20170116231107181.jpg.chip.jpg,UTKFace,1,1
7231,46,46_1_1_20170112215250704.jpg.chip.jpg,UTKFace,1,1
5518,26,26_0_0_20170117172431020.jpg.chip.jpg,UTKFace,0,0
13704,22,22_1_4_20170103223351703.jpg.chip.jpg,UTKFace,1,4
114,36,36_1_1_20170113011647678.jpg.chip.jpg,UTKFace,1,1
743,26,26_1_3_20170104235102538.jpg.chip.jpg,UTKFace,1,3
2314,7,7_0_0_20170110215736826.jpg.chip.jpg,UTKFace,0,0
4856,45,45_0_0_20170116233233803.jpg.chip.jpg,UTKFace,0,0
10283,29,29_0_4_20170103235032708.jpg.chip.jpg,UTKFace,0,4
8430,36,36_0_0_20170117135444550.jpg.chip.jpg,UTKFace,0,0
12441,47,47_0_0_20170120222544769.jpg.chip.jpg,UTKFace,0,0
9742,1,1_0_3_20161219225559648.jpg.chip.jpg,UTKFace,0,3
12261,28,28_1_1_20170117190456347.jpg.chip.jpg,UTKFace,1,1
3028,42,42_1_3_20170109132630643.jpg.chip.jpg,UTKFace,1,3
6976,64,64_0_0_20170105183706463.jpg.chip.jpg,UTKFace,0,0
12474,2,2_1_4_20161221200336416.jpg.chip.jpg,UTKFace,1,4
9896,16,16_0_0_20170110231529568.jpg.chip.jpg,UTKFace,0,0
6687,25,25_1_3_20170117141253241.jpg.chip.jpg,UTKFace,1,3
9145,40,40_1_0_20170117092248467.jpg.chip.jpg,UTKFace,1,0
14234,26,26_0_0_20170117172201507.jpg.chip.jpg,UTKFace,0,0
1840,19,19_1_4_20170102235050099.jpg.chip.jpg,UTKFace,1,4
14892,10,10_1_0_20170109205208368.jpg.chip.jpg,UTKFace,1,0
