,age,filename,database,gender,race
15027,36,36_0_3_20170119181438574.jpg.chip.jpg,UTKFace,0,3
2886,5,5_1_1_20170103180249368.jpg.chip.jpg,UTKFace,1,1
3246,30,30_0_2_20170116172833941.jpg.chip.jpg,UTKFace,0,2
9328,9,9_1_3_20161220222856346.jpg.chip.jpg,UTKFace,1,3
14145,68,68_0_0_20170119212026025.jpg.chip.jpg,UTKFace,0,0
11040,36,36_1_1_20170117170752063.jpg.chip.jpg,UTKFace,1,1
6146,35,35_0_0_20170117151516067.jpg.chip.jpg,UTKFace,0,0
13400,18,18_0_3_20170104225805617.jpg.chip.jpg,UTKFace,0,3
5351,28,28_0_2_20170116192951554.jpg.chip.jpg,UTKFace,0,2
6328,27,27_1_2_20170104020617357.jpg.chip.jpg,UTKFace,1,2
1034,54,54_0_3_20170119201240675.jpg.chip.jpg,UTKFace,0,3
2104,50,50_0_1_20170117003124915.jpg.chip.jpg,UTKFace,0,1
7686,2,2_1_3_20161219225606664.jpg.chip.jpg,UTKFace,1,3
8507,28,28_1_0_20170120140301800.jpg.chip.jpg,UTKFace,1,0
1411,30,30_0_1_20170117191447948.jpg.chip.jpg,UTKFace,0,1
8430,36,36_0_0_20170117135444550.jpg.chip.jpg,UTKFace,0,0
8321,35,35_1_1_20170112210358868.jpg.chip.jpg,UTKFace,1,1
4615,45,45_0_1_20170113173815963.jpg.chip.jpg,UTKFace,0,1
9550,46,46_0_0_20170117190127107.jpg.chip.jpg,UTKFace,0,0
13506,35,35_1_1_20170117154114285.jpg.chip.jpg,UTKFace,1,1
4755,42,42_0_0_20170117154746484.jpg.chip.jpg,UTKFace,0,0
4974,54,54_0_0_20170117190339460.jpg.chip.jpg,UTKFace,0,0
8160,35,35_1_0_20170117203426544.jpg.chip.jpg,UTKFace,1,0
12388,24,24_1_2_20170104020359556.jpg.chip.jpg,UTKFace,1,2
9771,26,26_1_2_20170116175849328.jpg.chip.jpg,UTKFace,1,2
9623,21,21_0_2_20170116161452673.jpg.chip.jpg,UTKFace,0,2
13851,58,58_1_1_20170117194028702.jpg.chip.jpg,UTKFace,1,1
8945,18,18_1_0_20170109214251980.jpg.chip.jpg,UTKFace,1,0
1481,35,35_0_1_20170113134305216.jpg.chip.jpg,UTKFace,0,1
2281,46,46_0_0_20170117190211346.jpg.chip.jpg,UTKFace,0,0
11466,23,23_1_1_20170114033629976.jpg.chip.jpg,UTKFace,1,1
8292,2,2_0_0_20161219160615893.jpg.chip.jpg,UTKFace,0,0
8702,24,24_1_2_20170105162251371.jpg.chip.jpg,UTKFace,1,2
13864,17,17_0_0_20170114025913647.jpg.chip.jpg,UTKFace,0,0
8764,26,26_1_1_20170116234738082.jpg.chip.jpg,UTKFace,1,1
8903,85,85_1_0_20170110175649821.jpg.chip.jpg,UTKFace,1,0
710,20,20_1_0_20170109214040024.jpg.chip.jpg,UTKFace,1,0
13394,22,22_0_2_20170116220743409.jpg.chip.jpg,UTKFace,0,2
14606,1,1_0_0_20170110212907649.jpg.chip.jpg,UTKFace,0,0
1321,14,14_1_0_20170109212651931.jpg.chip.jpg,UTKFace,1,0
14029,26,26_1_3_20170104222745511.jpg.chip.jpg,UTKFace,1,3
1771,75,75_0_2_20170112224347901.jpg.chip.jpg,UTKFace,0,2
10779,37,37_0_2_20170116192009515.jpg.chip.jpg,UTKFace,0,2
11031,25,25_1_0_20170116001327790.jpg.chip.jpg,UTKFace,1,0
14921,2,2_0_1_20170110213401217.jpg.chip.jpg,UTKFace,0,1
7810,32,32_1_1_20170112224739469.jpg.chip.jpg,UTKFace,1,1
9376,2,2_1_0_20170110213155874.jpg.chip.jpg,UTKFace,1,0
3182,54,54_0_0_20170117191403100.jpg.chip.jpg,UTKFace,0,0
10601,23,23_0_0_20170117144555155.jpg.chip.jpg,UTKFace,0,0
8684,3,3_0_3_20161219225157056.jpg.chip.jpg,UTKFace,0,3
5412,16,16_0_0_20170110231944071.jpg.chip.jpg,UTKFace,0,0
12111,50,50_1_0_20170109220459927.jpg.chip.jpg,UTKFace,1,0
7413,75,75_1_0_20170120225456154.jpg.chip.jpg,UTKFace,1,0
7620,26,26_1_3_20170119192312545.jpg.chip.jpg,UTKFace,1,3
458,24,24_0_3_20170119160307619.jpg.chip.jpg,UTKFace,0,3
11214,56,56_1_3_20170109142113189.jpg.chip.jpg,UTKFace,1,3
1121,29,29_0_0_20170103182333545.jpg.chip.jpg,UTKFace,0,0
3736,1,1_1_0_20170109194452834.jpg.chip.jpg,UTKFace,1,0
3486,28,28_1_2_20170116164637415.jpg.chip.jpg,UTKFace,1,2
1542,29,29_0_1_20170113181956517.jpg.chip.jpg,UTKFace,0,1
14879,12,12_1_2_20170117194013371.jpg.chip.jpg,UTKFace,1,2
14695,60,60_1_0_20170110141425361.jpg.chip.jpg,UTKFace,1,0
6426,85,85_1_0_20170110181606198.jpg.chip.jpg,UTKFace,1,0
12493,55,55_0_0_20170117204213768.jpg.chip.jpg,UTKFace,0,0
3532,33,33_1_3_20170119200543308.jpg.chip.jpg,UTKFace,1,3
5886,45,45_1_1_20170113012603225.jpg.chip.jpg,UTKFace,1,1
12098,4,4_1_4_20170103213350292.jpg.chip.jpg,UTKFace,1,4
7232,55,55_0_0_20170111203852863.jpg.chip.jpg,UTKFace,0,0
871,26,26_1_2_20170116180225994.jpg.chip.jpg,UTKFace,1,2
2611,35,35_0_2_20170119193316562.jpg.chip.jpg,UTKFace,0,2
8362,29,29_0_1_20170116182142032.jpg.chip.jpg,UTKFace,0,1
508,21,21_1_3_20170104232011770.jpg.chip.jpg,UTKFace,1,3
14515,26,26_1_1_20170116153243210.jpg.chip.jpg,UTKFace,1,1
13432,32,32_0_0_20170104172409163.jpg.chip.jpg,UTKFace,0,0
11788,27,27_1_2_20170116163658895.jpg.chip.jpg,UTKFace,1,2
12867,82,82_0_0_20170111210449740.jpg.chip.jpg,UTKFace,0,0
12767,85,85_0_0_20170111205512345.jpg.chip.jpg,UTKFace,0,0
11983,20,20_1_0_20170105183447816.jpg.chip.jpg,UTKFace,1,0
8012,23,23_0_0_20170111181750321.jpg.chip.jpg,UTKFace,0,0
8952,26,26_1_3_20170104214731389.jpg.chip.jpg,UTKFace,1,3
5930,24,24_0_0_20170117145927468.jpg.chip.jpg,UTKFace,0,0
