,age,filename,database,gender,race
5644,27,27_0_0_20170117195011835.jpg.chip.jpg,UTKFace,0,0
1154,25,25_1_0_20170116002150531.jpg.chip.jpg,UTKFace,1,0
1906,37,37_0_2_20170116184924251.jpg.chip.jpg,UTKFace,0,2
7231,1,1_0_1_20170112211228948.jpg.chip.jpg,UTKFace,0,1
2764,60,60_1_0_20170110141812183.jpg.chip.jpg,UTKFace,1,0
7981,36,36_0_3_20170119201835557.jpg.chip.jpg,UTKFace,0,3
11718,25,25_0_4_20170117193022316.jpg.chip.jpg,UTKFace,0,4
2314,8,8_1_0_20170109202908046.jpg.chip.jpg,UTKFace,1,0
1348,61,61_0_0_20170117174443309.jpg.chip.jpg,UTKFace,0,0
1495,15,15_0_0_20170104002211388.jpg.chip.jpg,UTKFace,0,0
10313,26,26_1_4_20170117201446708.jpg.chip.jpg,UTKFace,1,4
7218,32,32_1_0_20170104165907161.jpg.chip.jpg,UTKFace,1,0
3703,9,9_1_0_20170109203410981.jpg.chip.jpg,UTKFace,1,0
14075,28,28_0_3_20170119194513211.jpg.chip.jpg,UTKFace,0,3
2644,26,26_1_3_20170104232150859.jpg.chip.jpg,UTKFace,1,3
13200,52,52_0_0_20170103183604970.jpg.chip.jpg,UTKFace,0,0
6814,2,2_1_2_20161219151151323.jpg.chip.jpg,UTKFace,1,2
12356,24,24_1_1_20170115234849261.jpg.chip.jpg,UTKFace,1,1
11960,47,47_0_0_20170109012454632.jpg.chip.jpg,UTKFace,0,0
5205,30,30_0_2_20170117141818577.jpg.chip.jpg,UTKFace,0,2
6796,85,85_1_0_20170110183546496.jpg.chip.jpg,UTKFace,1,0
6290,52,52_0_0_20170104210519108.jpg.chip.jpg,UTKFace,0,0
12083,8,8_1_1_20170116153005352.jpg.chip.jpg,UTKFace,1,1
8669,80,80_1_0_20170110141320400.jpg.chip.jpg,UTKFace,1,0
3187,26,26_1_4_20170117154137164.jpg.chip.jpg,UTKFace,1,4
3625,24,24_1_1_20170115235754853.jpg.chip.jpg,UTKFace,1,1
5360,35,35_0_4_20170117153255579.jpg.chip.jpg,UTKFace,0,4
5016,26,26_1_3_20170119193106881.jpg.chip.jpg,UTKFace,1,3
2050,28,28_1_4_20170103225940625.jpg.chip.jpg,UTKFace,1,4
10444,2,2_1_2_20161219204046924.jpg.chip.jpg,UTKFace,1,2
10673,23,23_0_3_20170119163838933.jpg.chip.jpg,UTKFace,0,3
2875,41,41_1_0_20170104185117127.jpg.chip.jpg,UTKFace,1,0
15166,22,22_1_3_20170119163026429.jpg.chip.jpg,UTKFace,1,3
7710,13,13_0_0_20170110225513115.jpg.chip.jpg,UTKFace,0,0
2670,25,25_1_2_20170116174820922.jpg.chip.jpg,UTKFace,1,2
8914,68,68_1_0_20170103184201412.jpg.chip.jpg,UTKFace,1,0
6914,32,32_0_3_20170119164310053.jpg.chip.jpg,UTKFace,0,3
