,age,filename,database,gender,race
644,23,23_0_1_20170113195548821.jpg.chip.jpg,UTKFace,0,1
3508,21,21_0_1_20170116215541940.jpg.chip.jpg,UTKFace,0,1
7713,48,48_0_0_20170117003352809.jpg.chip.jpg,UTKFace,0,0
2597,34,34_0_0_20170117134854584.jpg.chip.jpg,UTKFace,0,0
12066,2,2_1_2_20161219142349633.jpg.chip.jpg,UTKFace,1,2
7552,52,52_0_0_20170111204457405.jpg.chip.jpg,UTKFace,0,0
3872,46,46_1_1_20170116022038426.jpg.chip.jpg,UTKFace,1,1
11159,56,56_0_3_20170119180916188.jpg.chip.jpg,UTKFace,0,3
483,2,2_1_0_20170109191752762.jpg.chip.jpg,UTKFace,1,0
4883,75,75_0_2_20170110131323894.jpg.chip.jpg,UTKFace,0,2
6933,24,24_0_1_20170113151045191.jpg.chip.jpg,UTKFace,0,1
3714,4,4_1_3_20161219224933671.jpg.chip.jpg,UTKFace,1,3
14516,18,18_1_0_20170109214512153.jpg.chip.jpg,UTKFace,1,0
10341,54,54_0_0_20170120223234975.jpg.chip.jpg,UTKFace,0,0
3635,4,4_1_1_20170112213257263.jpg.chip.jpg,UTKFace,1,1
3658,39,39_0_1_20170113135644306.jpg.chip.jpg,UTKFace,0,1
8435,31,31_0_1_20170113151857048.jpg.chip.jpg,UTKFace,0,1
39,32,32_1_1_20170117140852897.jpg.chip.jpg,UTKFace,1,1
13366,26,26_1_0_20170117171040563.jpg.chip.jpg,UTKFace,1,0
12056,1,1_1_2_20161219195923075.jpg.chip.jpg,UTKFace,1,2
3105,31,31_1_3_20170104235836460.jpg.chip.jpg,UTKFace,1,3
10624,23,23_1_0_20170116221827674.jpg.chip.jpg,UTKFace,1,0
14024,50,50_0_0_20170111203719759.jpg.chip.jpg,UTKFace,0,0
2516,60,60_0_1_20170113152726713.jpg.chip.jpg,UTKFace,0,1
6745,26,26_0_3_20170119184204318.jpg.chip.jpg,UTKFace,0,3
14408,55,55_0_0_20170120222234390.jpg.chip.jpg,UTKFace,0,0
11920,44,44_0_1_20170117172143700.jpg.chip.jpg,UTKFace,0,1
10163,1,1_0_0_20170110212733875.jpg.chip.jpg,UTKFace,0,0
500,8,8_1_0_20170109203552679.jpg.chip.jpg,UTKFace,1,0
8298,60,60_0_0_20170113185244510.jpg.chip.jpg,UTKFace,0,0
13054,61,61_0_0_20170117192049580.jpg.chip.jpg,UTKFace,0,0
5325,26,26_0_3_20170119184128158.jpg.chip.jpg,UTKFace,0,3
4588,31,31_0_0_20170116191337484.jpg.chip.jpg,UTKFace,0,0
9208,28,28_0_2_20170116170855714.jpg.chip.jpg,UTKFace,0,2
2165,32,32_1_0_20170105163404036.jpg.chip.jpg,UTKFace,1,0
15079,45,45_0_0_20170120220616729.jpg.chip.jpg,UTKFace,0,0
7894,61,61_1_0_20170120134639935.jpg.chip.jpg,UTKFace,1,0
9673,24,24_1_1_20170112230626278.jpg.chip.jpg,UTKFace,1,1
7268,35,35_0_0_20170120222700840.jpg.chip.jpg,UTKFace,0,0
9817,53,53_0_0_20170111201804638.jpg.chip.jpg,UTKFace,0,0
1710,39,39_0_0_20170105172508901.jpg.chip.jpg,UTKFace,0,0
11254,40,40_1_2_20170116183756243.jpg.chip.jpg,UTKFace,1,2
13462,26,26_1_3_20170117174556511.jpg.chip.jpg,UTKFace,1,3
10796,5,5_0_0_20170110212804775.jpg.chip.jpg,UTKFace,0,0
2560,44,44_1_3_20170119164705141.jpg.chip.jpg,UTKFace,1,3
4796,26,26_0_0_20170113210126348.jpg.chip.jpg,UTKFace,0,0
1402,63,63_0_0_20170113142516276.jpg.chip.jpg,UTKFace,0,0
2422,1,1_1_2_20161219161751262.jpg.chip.jpg,UTKFace,1,2
4001,54,54_0_0_20170113142419212.jpg.chip.jpg,UTKFace,0,0
13313,29,29_0_1_20170113141746548.jpg.chip.jpg,UTKFace,0,1
11441,45,45_1_0_20170117175326912.jpg.chip.jpg,UTKFace,1,0
5212,28,28_0_1_20170117170153595.jpg.chip.jpg,UTKFace,0,1
9690,32,32_0_2_20170116191450850.jpg.chip.jpg,UTKFace,0,2
14904,26,26_1_2_20170105163951372.jpg.chip.jpg,UTKFace,1,2
921,29,29_1_2_20170116163350492.jpg.chip.jpg,UTKFace,1,2
6118,1,1_0_3_20161220220358441.jpg.chip.jpg,UTKFace,0,3
6360,47,47_0_3_20170116184916978.jpg.chip.jpg,UTKFace,0,3
12373,39,39_1_4_20170103163548640.jpg.chip.jpg,UTKFace,1,4
9272,21,21_1_1_20170112193012350.jpg.chip.jpg,UTKFace,1,1
83,26,26_1_1_20170112235057871.jpg.chip.jpg,UTKFace,1,1
8054,28,28_1_0_20170116221840111.jpg.chip.jpg,UTKFace,1,0
11432,75,75_0_0_20170117192218987.jpg.chip.jpg,UTKFace,0,0
6124,40,40_0_0_20170117192112162.jpg.chip.jpg,UTKFace,0,0
11161,27,27_0_0_20170104172424772.jpg.chip.jpg,UTKFace,0,0
1060,1,1_0_0_20170110205339425.jpg.chip.jpg,UTKFace,0,0
14864,31,31_1_1_20170112234727752.jpg.chip.jpg,UTKFace,1,1
1131,51,51_0_3_20170119205628400.jpg.chip.jpg,UTKFace,0,3
