,age,filename,database,gender,race
9362,65,65_0_3_20170112222321514.jpg.chip.jpg,UTKFace,0,3
13320,3,3_1_2_20161219211533669.jpg.chip.jpg,UTKFace,1,2
13039,61,61_0_1_20170116030045810.jpg.chip.jpg,UTKFace,0,1
10947,41,41_0_0_20170117154650158.jpg.chip.jpg,UTKFace,0,0
575,25,25_1_3_20170117143802585.jpg.chip.jpg,UTKFace,1,3
6947,2,2_1_2_20161219200522795.jpg.chip.jpg,UTKFace,1,2
1840,19,19_1_4_20170102235050099.jpg.chip.jpg,UTKFace,1,4
4076,18,18_1_4_20170117193229357.jpg.chip.jpg,UTKFace,1,4
1680,47,47_1_0_20170109220517890.jpg.chip.jpg,UTKFace,1,0
14574,60,60_0_3_20170117191722050.jpg.chip.jpg,UTKFace,0,3
3231,50,50_0_0_20170111200954229.jpg.chip.jpg,UTKFace,0,0
14846,30,30_0_0_20170117144004185.jpg.chip.jpg,UTKFace,0,0
2995,29,29_0_1_20170116194210361.jpg.chip.jpg,UTKFace,0,1
8762,27,27_1_0_20170117175942220.jpg.chip.jpg,UTKFace,1,0
5604,36,36_1_0_20170105163423874.jpg.chip.jpg,UTKFace,1,0
3938,18,18_1_0_20170117140331327.jpg.chip.jpg,UTKFace,1,0
13641,1,1_0_2_20161219151505283.jpg.chip.jpg,UTKFace,0,2
12275,26,26_0_2_20170116182413642.jpg.chip.jpg,UTKFace,0,2
9304,36,36_0_1_20170113133354400.jpg.chip.jpg,UTKFace,0,1
2154,21,21_1_3_20170104222653479.jpg.chip.jpg,UTKFace,1,3
5644,45,45_0_3_20170119183704615.jpg.chip.jpg,UTKFace,0,3
14843,32,32_1_3_20170119200441164.jpg.chip.jpg,UTKFace,1,3
7315,36,36_0_0_20170104170039505.jpg.chip.jpg,UTKFace,0,0
4517,39,39_1_2_20170117154228051.jpg.chip.jpg,UTKFace,1,2
13576,26,26_1_4_20161221193703783.jpg.chip.jpg,UTKFace,1,4
5399,54,54_0_1_20170113185030984.jpg.chip.jpg,UTKFace,0,1
12579,36,36_1_0_20170117091609131.jpg.chip.jpg,UTKFace,1,0
14415,24,24_0_1_20170117170559987.jpg.chip.jpg,UTKFace,0,1
1091,28,28_0_1_20170116010545437.jpg.chip.jpg,UTKFace,0,1
8863,24,24_1_2_20170116174528024.jpg.chip.jpg,UTKFace,1,2
4556,42,42_0_0_20170117171624633.jpg.chip.jpg,UTKFace,0,0
830,27,27_1_0_20170119163226214.jpg.chip.jpg,UTKFace,1,0
10926,62,62_0_0_20170120134411415.jpg.chip.jpg,UTKFace,0,0
13707,30,30_1_2_20170116162002429.jpg.chip.jpg,UTKFace,1,2
13335,9,9_0_0_20170120133313910.jpg.chip.jpg,UTKFace,0,0
14102,48,48_0_2_20170104212013870.jpg.chip.jpg,UTKFace,0,2
6364,37,37_1_2_20170105164301196.jpg.chip.jpg,UTKFace,1,2
6255,27,27_1_4_20170103230157624.jpg.chip.jpg,UTKFace,1,4
12264,29,29_0_1_20170113173016611.jpg.chip.jpg,UTKFace,0,1
7399,26,26_0_0_20170117195446239.jpg.chip.jpg,UTKFace,0,0
7996,15,15_0_0_20170116201342325.jpg.chip.jpg,UTKFace,0,0
9856,82,82_0_1_20170111210240036.jpg.chip.jpg,UTKFace,0,1
