age,filename,database,gender,race
8,8_0_4_20170103200427437.jpg.chip.jpg,UTKFace,0,4
40,40_0_2_20170116174744815.jpg.chip.jpg,UTKFace,0,2
10,10_0_1_20170110223455893.jpg.chip.jpg,UTKFace,0,1
27,27_1_4_20170103175504767.jpg.chip.jpg,UTKFace,1,4
13,13_1_3_20170109213029072.jpg.chip.jpg,UTKFace,1,3
47,47_0_2_20170116184935713.jpg.chip.jpg,UTKFace,0,2
7,7_1_2_20161219204222117.jpg.chip.jpg,UTKFace,1,2
34,34_0_3_20170119200559340.jpg.chip.jpg,UTKFace,0,3
8,8_1_0_20170109205311048.jpg.chip.jpg,UTKFace,1,0
90,90_0_1_20170111210246547.jpg.chip.jpg,UTKFace,0,1
49,49_1_3_20170109012415373.jpg.chip.jpg,UTKFace,1,3
58,58_0_0_20170109012759314.jpg.chip.jpg,UTKFace,0,0
26,26_1_3_20170117174028333.jpg.chip.jpg,UTKFace,1,3
32,32_1_3_20170109140230761.jpg.chip.jpg,UTKFace,1,3
49,49_0_0_20170117180047148.jpg.chip.jpg,UTKFace,0,0
19,19_1_4_20170103223231399.jpg.chip.jpg,UTKFace,1,4
71,71_1_0_20170110141059193.jpg.chip.jpg,UTKFace,1,0
21,21_0_4_20161223214825003.jpg.chip.jpg,UTKFace,0,4
35,35_1_1_20170113005402981.jpg.chip.jpg,UTKFace,1,1
42,42_0_3_20170105175336870.jpg.chip.jpg,UTKFace,0,3
34,34_0_4_20170117141335902.jpg.chip.jpg,UTKFace,0,4
26,26_0_2_20170116182621915.jpg.chip.jpg,UTKFace,0,2
65,65_0_0_20170117171434763.jpg.chip.jpg,UTKFace,0,0
26,26_1_3_20170119155434898.jpg.chip.jpg,UTKFace,1,3
34,34_0_2_20170116193420245.jpg.chip.jpg,UTKFace,0,2
54,54_0_3_20170119200624157.jpg.chip.jpg,UTKFace,0,3
49,49_0_0_20170104184239893.jpg.chip.jpg,UTKFace,0,0
8,8_1_4_20161221202611945.jpg.chip.jpg,UTKFace,1,4
31,31_0_4_20170116191344848.jpg.chip.jpg,UTKFace,0,4
19,19_1_4_20170103233712235.jpg.chip.jpg,UTKFace,1,4
67,67_0_2_20170112224629884.jpg.chip.jpg,UTKFace,0,2
77,77_1_2_20170110175320274.jpg.chip.jpg,UTKFace,1,2
78,78_0_1_20170117195212700.jpg.chip.jpg,UTKFace,0,1
47,47_0_4_20170104002129509.jpg.chip.jpg,UTKFace,0,4
29,29_0_4_20170103235201420.jpg.chip.jpg,UTKFace,0,4
76,76_1_0_20170110131744527.jpg.chip.jpg,UTKFace,1,0
24,24_0_4_20170117145745474.jpg.chip.jpg,UTKFace,0,4
20,20_1_0_20170117192922563.jpg.chip.jpg,UTKFace,1,0
17,17_0_4_20170103210008641.jpg.chip.jpg,UTKFace,0,4
62,62_0_1_20170111203832046.jpg.chip.jpg,UTKFace,0,1
69,69_1_2_20170105174748782.jpg.chip.jpg,UTKFace,1,2
16,16_0_3_20170110231223673.jpg.chip.jpg,UTKFace,0,3
22,22_0_2_20170116162917882.jpg.chip.jpg,UTKFace,0,2
76,76_0_1_20170116204915499.jpg.chip.jpg,UTKFace,0,1
63,63_1_3_20170117143046787.jpg.chip.jpg,UTKFace,1,3
28,28_1_2_20170116164552683.jpg.chip.jpg,UTKFace,1,2
51,51_0_4_20170104210502395.jpg.chip.jpg,UTKFace,0,4
44,44_0_4_20170117204035832.jpg.chip.jpg,UTKFace,0,4
33,33_0_3_20170119164211892.jpg.chip.jpg,UTKFace,0,3
96,96_1_0_20170110182515404.jpg.chip.jpg,UTKFace,1,0
32,32_0_4_20170116220621484.jpg.chip.jpg,UTKFace,0,4
51,51_0_2_20170116192859594.jpg.chip.jpg,UTKFace,0,2
