age,filename,database,gender,race
48,48_1_3_20170109141805054.jpg.chip.jpg,UTKFace,1,3
27,27_1_4_20170103175504767.jpg.chip.jpg,UTKFace,1,4
30,30_0_2_20170112205508972.jpg.chip.jpg,UTKFace,0,2
32,32_1_2_20170103181041008.jpg.chip.jpg,UTKFace,1,2
56,56_0_1_20170113174604139.jpg.chip.jpg,UTKFace,0,1
32,32_1_3_20170109140230761.jpg.chip.jpg,UTKFace,1,3
49,49_0_0_20170117180047148.jpg.chip.jpg,UTKFace,0,0
37,37_1_1_20170117172409586.jpg.chip.jpg,UTKFace,1,1
19,19_1_4_20170103223231399.jpg.chip.jpg,UTKFace,1,4
42,42_0_2_20170104184350086.jpg.chip.jpg,UTKFace,0,2
65,65_0_0_20170117171434763.jpg.chip.jpg,UTKFace,0,0
34,34_0_2_20170116193420245.jpg.chip.jpg,UTKFace,0,2
31,31_0_4_20170116191344848.jpg.chip.jpg,UTKFace,0,4
19,19_1_4_20170103233712235.jpg.chip.jpg,UTKFace,1,4
67,67_0_2_20170112224629884.jpg.chip.jpg,UTKFace,0,2
77,77_1_2_20170110175320274.jpg.chip.jpg,UTKFace,1,2
78,78_0_1_20170117195212700.jpg.chip.jpg,UTKFace,0,1
47,47_0_4_20170104002129509.jpg.chip.jpg,UTKFace,0,4
76,76_1_0_20170110131744527.jpg.chip.jpg,UTKFace,1,0
69,69_1_2_20170105174748782.jpg.chip.jpg,UTKFace,1,2
77,77_0_0_20170111222408207.jpg.chip.jpg,UTKFace,0,0
30,30_1_2_20170116161348207.jpg.chip.jpg,UTKFace,1,2
26,26_1_1_20170112230519613.jpg.chip.jpg,UTKFace,1,1
21,21_0_4_20161223214836609.jpg.chip.jpg,UTKFace,0,4
51,51_0_2_20170116192859594.jpg.chip.jpg,UTKFace,0,2
48,48_0_0_20170109004813150.jpg.chip.jpg,UTKFace,0,0
2,2_1_2_20161219203800420.jpg.chip.jpg,UTKFace,1,2
29,29_1_2_20170105165156291.jpg.chip.jpg,UTKFace,1,2
52,52_1_0_20170110123106118.jpg.chip.jpg,UTKFace,1,0
80,80_0_0_20170120225045833.jpg.chip.jpg,UTKFace,0,0
11,11_1_0_20170109204833458.jpg.chip.jpg,UTKFace,1,0
86,86_1_0_20170110183800477.jpg.chip.jpg,UTKFace,1,0
33,33_1_0_20170103182231977.jpg.chip.jpg,UTKFace,1,0
10,10_1_0_20170109203512075.jpg.chip.jpg,UTKFace,1,0
88,88_0_0_20170113185429450.jpg.chip.jpg,UTKFace,0,0
52,52_0_4_20170103235931765.jpg.chip.jpg,UTKFace,0,4
74,74_0_2_20170105174417462.jpg.chip.jpg,UTKFace,0,2
42,42_0_4_20170117185614642.jpg.chip.jpg,UTKFace,0,4
68,68_0_1_20170117193455181.jpg.chip.jpg,UTKFace,0,1
26,26_0_1_20170116024617265.jpg.chip.jpg,UTKFace,0,1
7,7_0_3_20170119144311624.jpg.chip.jpg,UTKFace,0,3
82,82_1_1_20170112224554283.jpg.chip.jpg,UTKFace,1,1
10,10_0_0_20170110225505288.jpg.chip.jpg,UTKFace,0,0
27,27_1_2_20170116171522295.jpg.chip.jpg,UTKFace,1,2
26,26_0_4_20170117200020292.jpg.chip.jpg,UTKFace,0,4
36,36_1_2_20170109132405452.jpg.chip.jpg,UTKFace,1,2
32,32_0_3_20170119162959965.jpg.chip.jpg,UTKFace,0,3
28,28_1_3_20170117180631161.jpg.chip.jpg,UTKFace,1,3
18,18_1_0_20170109212847067.jpg.chip.jpg,UTKFace,1,0
25,25_1_0_20170117142757162.jpg.chip.jpg,UTKFace,1,0
35,35_0_1_20170113173010410.jpg.chip.jpg,UTKFace,0,1
28,28_0_2_20170116162117606.jpg.chip.jpg,UTKFace,0,2
30,30_0_2_20170116165112157.jpg.chip.jpg,UTKFace,0,2
22,22_1_2_20170116162853367.jpg.chip.jpg,UTKFace,1,2
14,14_1_1_20170116235127595.jpg.chip.jpg,UTKFace,1,1
32,32_1_4_20170117203121712.jpg.chip.jpg,UTKFace,1,4
18,18_1_3_20170104222052685.jpg.chip.jpg,UTKFace,1,3
13,13_1_0_20170109214425620.jpg.chip.jpg,UTKFace,1,0
25,25_0_4_20170103235145124.jpg.chip.jpg,UTKFace,0,4
10,10_1_4_20170117195152197.jpg.chip.jpg,UTKFace,1,4
41,41_0_3_20170119171546296.jpg.chip.jpg,UTKFace,0,3
46,46_1_0_20170109004644302.jpg.chip.jpg,UTKFace,1,0
56,56_0_0_20170109004309811.jpg.chip.jpg,UTKFace,0,0
27,27_0_3_20170119193158553.jpg.chip.jpg,UTKFace,0,3
13,13_0_4_20170103201708406.jpg.chip.jpg,UTKFace,0,4
38,38_1_1_20170104234648395.jpg.chip.jpg,UTKFace,1,1
52,52_1_1_20170113000549723.jpg.chip.jpg,UTKFace,1,1
63,63_0_0_20170104171431363.jpg.chip.jpg,UTKFace,0,0
44,44_1_2_20170104185236854.jpg.chip.jpg,UTKFace,1,2
6,6_1_4_20170103212222820.jpg.chip.jpg,UTKFace,1,4
48,48_1_0_20170110125249128.jpg.chip.jpg,UTKFace,1,0
47,47_1_2_20170105173513573.jpg.chip.jpg,UTKFace,1,2
12,12_0_4_20170103200908168.jpg.chip.jpg,UTKFace,0,4
90,90_0_0_20170111222149759.jpg.chip.jpg,UTKFace,0,0
73,73_0_0_20170111221837125.jpg.chip.jpg,UTKFace,0,0
61,61_1_0_20170117175120965.jpg.chip.jpg,UTKFace,1,0
75,75_0_3_20170105180706438.jpg.chip.jpg,UTKFace,0,3
52,52_1_3_20170105003248564.jpg.chip.jpg,UTKFace,1,3
48,48_0_1_20170113173459020.jpg.chip.jpg,UTKFace,0,1
66,66_0_4_20170104185439302.jpg.chip.jpg,UTKFace,0,4
85,85_1_4_20170110184012572.jpg.chip.jpg,UTKFace,1,4
66,66_0_0_20170104184857950.jpg.chip.jpg,UTKFace,0,0
74,74_0_0_20170120225103496.jpg.chip.jpg,UTKFace,0,0
9,9_1_2_20170104020210475.jpg.chip.jpg,UTKFace,1,2
14,14_0_2_20170103200642238.jpg.chip.jpg,UTKFace,0,2
60,60_0_4_20170104185434246.jpg.chip.jpg,UTKFace,0,4
32,32_0_0_20170117203115358.jpg.chip.jpg,UTKFace,0,0
88,88_0_1_20170116144533236.jpg.chip.jpg,UTKFace,0,1
27,27_0_2_20170119193331082.jpg.chip.jpg,UTKFace,0,2
59,59_0_1_20170113182157557.jpg.chip.jpg,UTKFace,0,1
63,63_0_4_20170117175627092.jpg.chip.jpg,UTKFace,0,4
57,57_1_3_20170109132601018.jpg.chip.jpg,UTKFace,1,3
59,59_1_3_20170109142030313.jpg.chip.jpg,UTKFace,1,3
32,32_0_4_20170104181254053.jpg.chip.jpg,UTKFace,0,4
93,93_1_0_20170110182437844.jpg.chip.jpg,UTKFace,1,0
24,24_1_4_20170103233956963.jpg.chip.jpg,UTKFace,1,4
50,50_0_3_20170119205521664.jpg.chip.jpg,UTKFace,0,3
85,85_1_3_20170110183946188.jpg.chip.jpg,UTKFace,1,3
100,100_1_2_20170112213615815.jpg.chip.jpg,UTKFace,1,2
29,29_1_4_20170117202750455.jpg.chip.jpg,UTKFace,1,4
15,15_1_4_20170103201247846.jpg.chip.jpg,UTKFace,1,4
70,70_1_0_20170120222630481.jpg.chip.jpg,UTKFace,1,0
27,27_1_3_20170119153535105.jpg.chip.jpg,UTKFace,1,3
8,8_1_4_20161223230041764.jpg.chip.jpg,UTKFace,1,4
43,43_0_2_20170117140033069.jpg.chip.jpg,UTKFace,0,2
38,38_0_1_20170117022513719.jpg.chip.jpg,UTKFace,0,1
6,6_1_1_20161220220432570.jpg.chip.jpg,UTKFace,1,1
39,39_0_1_20170116193754803.jpg.chip.jpg,UTKFace,0,1
34,34_1_1_20170116222831261.jpg.chip.jpg,UTKFace,1,1
89,89_1_3_20170110183718790.jpg.chip.jpg,UTKFace,1,3
28,28_1_2_20170116164519017.jpg.chip.jpg,UTKFace,1,2
86,86_1_2_20170120230217673.jpg.chip.jpg,UTKFace,1,2
36,36_0_3_20170119153128584.jpg.chip.jpg,UTKFace,0,3
36,36_0_3_20170119202102207.jpg.chip.jpg,UTKFace,0,3
35,35_1_4_20170104181328997.jpg.chip.jpg,UTKFace,1,4
73,73_0_1_20170117195312638.jpg.chip.jpg,UTKFace,0,1
40,40_0_1_20170113152150416.jpg.chip.jpg,UTKFace,0,1
41,41_0_1_20170116183322571.jpg.chip.jpg,UTKFace,0,1
22,22_1_4_20170103212717246.jpg.chip.jpg,UTKFace,1,4
24,24_0_0_20170119151341215.jpg.chip.jpg,UTKFace,0,0
68,68_0_0_20170111204848471.jpg.chip.jpg,UTKFace,0,0
5,5_0_3_20161220142906249.jpg.chip.jpg,UTKFace,0,3
25,25_1_2_20170104020610884.jpg.chip.jpg,UTKFace,1,2
32,32_0_1_20170113152011361.jpg.chip.jpg,UTKFace,0,1
4,4_0_0_20170110213635871.jpg.chip.jpg,UTKFace,0,0
30,30_0_0_20170116220957524.jpg.chip.jpg,UTKFace,0,0
10,10_1_2_20170109205037024.jpg.chip.jpg,UTKFace,1,2
25,25_0_3_20170119171549168.jpg.chip.jpg,UTKFace,0,3
52,52_1_0_20170109221057047.jpg.chip.jpg,UTKFace,1,0
85,85_1_0_20170110183957671.jpg.chip.jpg,UTKFace,1,0
75,75_0_1_20170116204836635.jpg.chip.jpg,UTKFace,0,1
62,62_1_0_20170110160643751.jpg.chip.jpg,UTKFace,1,0
73,73_0_3_20170119212043986.jpg.chip.jpg,UTKFace,0,3
60,60_1_0_20170110122425732.jpg.chip.jpg,UTKFace,1,0
43,43_0_1_20170116203818122.jpg.chip.jpg,UTKFace,0,1
55,55_0_3_20170119171327855.jpg.chip.jpg,UTKFace,0,3
30,30_0_1_20170113152824163.jpg.chip.jpg,UTKFace,0,1
24,24_0_3_20170119150342598.jpg.chip.jpg,UTKFace,0,3
45,45_0_0_20170117135056152.jpg.chip.jpg,UTKFace,0,0
65,65_0_1_20170117190534925.jpg.chip.jpg,UTKFace,0,1
22,22_0_1_20170116144518064.jpg.chip.jpg,UTKFace,0,1
31,31_1_1_20170113012712161.jpg.chip.jpg,UTKFace,1,1
