age,filename,database,gender,race
8,8_0_4_20170103200427437.jpg.chip.jpg,UTKFace,0,4
27,27_0_2_20170105161443219.jpg.chip.jpg,UTKFace,0,2
59,59_1_0_20170110131916835.jpg.chip.jpg,UTKFace,1,0
48,48_1_3_20170109141805054.jpg.chip.jpg,UTKFace,1,3
21,21_1_1_20170116215704702.jpg.chip.jpg,UTKFace,1,1
25,25_1_4_20170117195141428.jpg.chip.jpg,UTKFace,1,4
29,29_0_2_20170116165939507.jpg.chip.jpg,UTKFace,0,2
20,20_1_0_20170109132033628.jpg.chip.jpg,UTKFace,1,0
60,60_1_1_20170110123215950.jpg.chip.jpg,UTKFace,1,1
40,40_0_2_20170116174744815.jpg.chip.jpg,UTKFace,0,2
47,47_0_0_20170107213329593.jpg.chip.jpg,UTKFace,0,0
3,3_0_0_20170109192415151.jpg.chip.jpg,UTKFace,0,0
42,42_0_3_20170113142222564.jpg.chip.jpg,UTKFace,0,3
10,10_0_1_20170110223455893.jpg.chip.jpg,UTKFace,0,1
34,34_0_1_20170117204703255.jpg.chip.jpg,UTKFace,0,1
40,40_1_1_20170113001848827.jpg.chip.jpg,UTKFace,1,1
45,45_0_1_20170113173815963.jpg.chip.jpg,UTKFace,0,1
14,14_1_0_20170119150832998.jpg.chip.jpg,UTKFace,1,0
26,26_1_4_20170117154131789.jpg.chip.jpg,UTKFace,1,4
89,89_1_0_20170110183446677.jpg.chip.jpg,UTKFace,1,0
1,1_0_2_20161219162846063.jpg.chip.jpg,UTKFace,0,2
28,28_0_3_20170104220258078.jpg.chip.jpg,UTKFace,0,3
27,27_1_4_20170103175504767.jpg.chip.jpg,UTKFace,1,4
13,13_1_3_20170109213029072.jpg.chip.jpg,UTKFace,1,3
55,55_1_0_20170103183939755.jpg.chip.jpg,UTKFace,1,0
27,27_1_2_20170116171554313.jpg.chip.jpg,UTKFace,1,2
36,36_1_0_20170104200945656.jpg.chip.jpg,UTKFace,1,0
47,47_0_2_20170116184935713.jpg.chip.jpg,UTKFace,0,2
12,12_0_0_20170117145849076.jpg.chip.jpg,UTKFace,0,0
38,38_1_1_20170113012502193.jpg.chip.jpg,UTKFace,1,1
45,45_1_0_20170103183902347.jpg.chip.jpg,UTKFace,1,0
39,39_0_3_20170119203837351.jpg.chip.jpg,UTKFace,0,3
60,60_0_1_20170116233417966.jpg.chip.jpg,UTKFace,0,1
7,7_1_2_20161219204222117.jpg.chip.jpg,UTKFace,1,2
28,28_0_4_20170105162459467.jpg.chip.jpg,UTKFace,0,4
33,33_0_0_20170117145924419.jpg.chip.jpg,UTKFace,0,0
42,42_0_2_20170112215341080.jpg.chip.jpg,UTKFace,0,2
25,25_0_1_20170113151453752.jpg.chip.jpg,UTKFace,0,1
40,40_1_1_20170112205136114.jpg.chip.jpg,UTKFace,1,1
10,10_0_0_20170110225243501.jpg.chip.jpg,UTKFace,0,0
22,22_1_1_20170103180755073.jpg.chip.jpg,UTKFace,1,1
80,80_0_0_20170117175248197.jpg.chip.jpg,UTKFace,0,0
14,14_1_0_20170104005333646.jpg.chip.jpg,UTKFace,1,0
45,45_1_0_20170103163617968.jpg.chip.jpg,UTKFace,1,0
4,4_1_0_20170109192308345.jpg.chip.jpg,UTKFace,1,0
38,38_1_3_20170119202610221.jpg.chip.jpg,UTKFace,1,3
5,5_1_2_20161219192039498.jpg.chip.jpg,UTKFace,1,2
48,48_0_2_20170117160518496.jpg.chip.jpg,UTKFace,0,2
8,8_1_0_20170109205311048.jpg.chip.jpg,UTKFace,1,0
42,42_0_0_20170117120422779.jpg.chip.jpg,UTKFace,0,0
30,30_0_1_20170113195630213.jpg.chip.jpg,UTKFace,0,1
30,30_1_1_20170112234651369.jpg.chip.jpg,UTKFace,1,1
90,90_0_1_20170111210246547.jpg.chip.jpg,UTKFace,0,1
50,50_0_3_20170119203956223.jpg.chip.jpg,UTKFace,0,3
49,49_0_3_20170117130537950.jpg.chip.jpg,UTKFace,0,3
20,20_1_1_20170112192922677.jpg.chip.jpg,UTKFace,1,1
49,49_1_3_20170109012415373.jpg.chip.jpg,UTKFace,1,3
25,25_0_2_20170104192902767.jpg.chip.jpg,UTKFace,0,2
78,78_0_0_20170111221844550.jpg.chip.jpg,UTKFace,0,0
15,15_1_1_20170109214142778.jpg.chip.jpg,UTKFace,1,1
31,31_0_1_20170116011033268.jpg.chip.jpg,UTKFace,0,1
58,58_0_0_20170109012759314.jpg.chip.jpg,UTKFace,0,0
32,32_1_2_20170103181041008.jpg.chip.jpg,UTKFace,1,2
15,15_0_0_20170103200828591.jpg.chip.jpg,UTKFace,0,0
25,25_1_2_20170116175245111.jpg.chip.jpg,UTKFace,1,2
56,56_0_1_20170113174604139.jpg.chip.jpg,UTKFace,0,1
32,32_0_3_20170119200235517.jpg.chip.jpg,UTKFace,0,3
24,24_1_2_20170116172449090.jpg.chip.jpg,UTKFace,1,2
2,2_1_4_20170103212142324.jpg.chip.jpg,UTKFace,1,4
46,46_0_2_20170116173625939.jpg.chip.jpg,UTKFace,0,2
51,51_1_1_20170112213230359.jpg.chip.jpg,UTKFace,1,1
37,37_0_0_20170119202220220.jpg.chip.jpg,UTKFace,0,0
32,32_1_3_20170109140230761.jpg.chip.jpg,UTKFace,1,3
49,49_0_0_20170117180047148.jpg.chip.jpg,UTKFace,0,0
37,37_1_1_20170117172409586.jpg.chip.jpg,UTKFace,1,1
23,23_1_2_20170116173036181.jpg.chip.jpg,UTKFace,1,2
4,4_0_0_20161220220926474.jpg.chip.jpg,UTKFace,0,0
19,19_1_4_20170103223231399.jpg.chip.jpg,UTKFace,1,4
29,29_0_3_20170119170547814.jpg.chip.jpg,UTKFace,0,3
71,71_1_0_20170110141059193.jpg.chip.jpg,UTKFace,1,0
27,27_1_1_20170117013821300.jpg.chip.jpg,UTKFace,1,1
26,26_1_4_20161221193701030.jpg.chip.jpg,UTKFace,1,4
21,21_0_4_20161223214825003.jpg.chip.jpg,UTKFace,0,4
31,31_0_1_20170117135222573.jpg.chip.jpg,UTKFace,0,1
