age,filename,database,gender,race
8,8_0_4_20170103200427437.jpg.chip.jpg,UTKFace,0,4
27,27_0_2_20170105161443219.jpg.chip.jpg,UTKFace,0,2
59,59_1_0_20170110131916835.jpg.chip.jpg,UTKFace,1,0
53,53_0_0_20170113184910088.jpg.chip.jpg,UTKFace,0,0
48,48_1_3_20170109141805054.jpg.chip.jpg,UTKFace,1,3
25,25_1_4_20170117195141428.jpg.chip.jpg,UTKFace,1,4
29,29_0_2_20170116165939507.jpg.chip.jpg,UTKFace,0,2
40,40_0_2_20170116174744815.jpg.chip.jpg,UTKFace,0,2
29,29_0_1_20170116002244586.jpg.chip.jpg,UTKFace,0,1
42,42_0_3_20170113142222564.jpg.chip.jpg,UTKFace,0,3
10,10_0_1_20170110223455893.jpg.chip.jpg,UTKFace,0,1
26,26_0_4_20170117200626708.jpg.chip.jpg,UTKFace,0,4
45,45_0_1_20170113173815963.jpg.chip.jpg,UTKFace,0,1
89,89_1_0_20170110183446677.jpg.chip.jpg,UTKFace,1,0
27,27_1_4_20170103175504767.jpg.chip.jpg,UTKFace,1,4
13,13_1_3_20170109213029072.jpg.chip.jpg,UTKFace,1,3
32,32_1_1_20170117140852897.jpg.chip.jpg,UTKFace,1,1
27,27_1_2_20170116171554313.jpg.chip.jpg,UTKFace,1,2
47,47_0_2_20170116184935713.jpg.chip.jpg,UTKFace,0,2
12,12_0_0_20170117145849076.jpg.chip.jpg,UTKFace,0,0
45,45_1_0_20170103183902347.jpg.chip.jpg,UTKFace,1,0
39,39_0_3_20170119203837351.jpg.chip.jpg,UTKFace,0,3
60,60_0_1_20170116233417966.jpg.chip.jpg,UTKFace,0,1
7,7_1_2_20161219204222117.jpg.chip.jpg,UTKFace,1,2
28,28_0_4_20170105162459467.jpg.chip.jpg,UTKFace,0,4
42,42_0_2_20170112215341080.jpg.chip.jpg,UTKFace,0,2
14,14_1_0_20170104005333646.jpg.chip.jpg,UTKFace,1,0
36,36_1_0_20170116003333930.jpg.chip.jpg,UTKFace,1,0
48,48_0_2_20170117160518496.jpg.chip.jpg,UTKFace,0,2
8,8_1_0_20170109205311048.jpg.chip.jpg,UTKFace,1,0
30,30_0_1_20170113195630213.jpg.chip.jpg,UTKFace,0,1
30,30_1_1_20170112234651369.jpg.chip.jpg,UTKFace,1,1
90,90_0_1_20170111210246547.jpg.chip.jpg,UTKFace,0,1
49,49_0_3_20170117130537950.jpg.chip.jpg,UTKFace,0,3
20,20_1_1_20170112192922677.jpg.chip.jpg,UTKFace,1,1
49,49_1_3_20170109012415373.jpg.chip.jpg,UTKFace,1,3
25,25_0_2_20170104192902767.jpg.chip.jpg,UTKFace,0,2
78,78_0_0_20170111221844550.jpg.chip.jpg,UTKFace,0,0
15,15_1_1_20170109214142778.jpg.chip.jpg,UTKFace,1,1
56,56_0_1_20170113174604139.jpg.chip.jpg,UTKFace,0,1
24,24_1_2_20170116172449090.jpg.chip.jpg,UTKFace,1,2
46,46_0_2_20170116173625939.jpg.chip.jpg,UTKFace,0,2
51,51_1_1_20170112213230359.jpg.chip.jpg,UTKFace,1,1
19,19_1_4_20170103223231399.jpg.chip.jpg,UTKFace,1,4
71,71_1_0_20170110141059193.jpg.chip.jpg,UTKFace,1,0
21,21_0_4_20161223214825003.jpg.chip.jpg,UTKFace,0,4
24,24_0_3_20170117145631891.jpg.chip.jpg,UTKFace,0,3
54,54_0_1_20170117142808120.jpg.chip.jpg,UTKFace,0,1
90,90_0_0_20170111210338948.jpg.chip.jpg,UTKFace,0,0
17,17_1_0_20170109214048004.jpg.chip.jpg,UTKFace,1,0
26,26_1_3_20170119192843266.jpg.chip.jpg,UTKFace,1,3
38,38_1_2_20170116161943473.jpg.chip.jpg,UTKFace,1,2
54,54_0_0_20170113210127471.jpg.chip.jpg,UTKFace,0,0
56,56_1_0_20170110141656511.jpg.chip.jpg,UTKFace,1,0
49,49_0_0_20170104212843900.jpg.chip.jpg,UTKFace,0,0
75,75_0_0_20170111200151404.jpg.chip.jpg,UTKFace,0,0
3,3_1_2_20161219141659416.jpg.chip.jpg,UTKFace,1,2
24,24_1_2_20170116165631297.jpg.chip.jpg,UTKFace,1,2
48,48_0_0_20170104201250552.jpg.chip.jpg,UTKFace,0,0
49,49_1_0_20170109221050190.jpg.chip.jpg,UTKFace,1,0
16,16_0_0_20170110232200900.jpg.chip.jpg,UTKFace,0,0
50,50_0_2_20170116191148275.jpg.chip.jpg,UTKFace,0,2
42,42_0_2_20170104184350086.jpg.chip.jpg,UTKFace,0,2
54,54_1_0_20170109132244248.jpg.chip.jpg,UTKFace,1,0
42,42_0_3_20170105175336870.jpg.chip.jpg,UTKFace,0,3
21,21_1_3_20170104222056815.jpg.chip.jpg,UTKFace,1,3
37,37_0_0_20170104204438250.jpg.chip.jpg,UTKFace,0,0
25,25_0_2_20170104021424381.jpg.chip.jpg,UTKFace,0,2
8,8_1_2_20170109201847910.jpg.chip.jpg,UTKFace,1,2
18,18_1_3_20170109213144758.jpg.chip.jpg,UTKFace,1,3
33,33_1_3_20170104235051234.jpg.chip.jpg,UTKFace,1,3
22,22_0_2_20170116172604316.jpg.chip.jpg,UTKFace,0,2
44,44_0_3_20170119200652604.jpg.chip.jpg,UTKFace,0,3
49,49_0_3_20170109141453135.jpg.chip.jpg,UTKFace,0,3
14,14_1_0_20170109204158115.jpg.chip.jpg,UTKFace,1,0
61,61_0_3_20170109015533502.jpg.chip.jpg,UTKFace,0,3
68,68_0_2_20170116193548368.jpg.chip.jpg,UTKFace,0,2
36,36_1_3_20161220221952627.jpg.chip.jpg,UTKFace,1,3
34,34_0_4_20170117141335902.jpg.chip.jpg,UTKFace,0,4
21,21_0_4_20161223214812864.jpg.chip.jpg,UTKFace,0,4
45,45_1_3_20170119204024497.jpg.chip.jpg,UTKFace,1,3
35,35_1_4_20170117203433192.jpg.chip.jpg,UTKFace,1,4
61,61_1_0_20170117192206514.jpg.chip.jpg,UTKFace,1,0
60,60_0_2_20170120223504413.jpg.chip.jpg,UTKFace,0,2
